feature,mean_importance
project_prf_team_size_group_3_4,-1.1102230246251566e-17
Cluster,-5.551115123125783e-18
tech_tf_architecture_client_server,-5.551115123125783e-18
tech_tf_primary_programming_language_c__,-5.551115123125783e-18
tech_tf_primary_programming_language_c_,-5.551115123125783e-18
process_pmf_docs,-5.551115123125783e-18
tech_tf_architecture_multi_tier_with_web_public_interface,-5.551115123125783e-18
project_prf_team_size_group_5_8,-5.551115123125783e-18
external_eef_data_quality_rating_b,-5.551115123125783e-18
tech_tf_development_platform_multi,-5.551115123125783e-18
project_prf_team_size_group_2,-5.551115123125783e-18
project_prf_relative_size_m2,0.0
process_pmf_development_methodologies_agile_development__iterative,0.0
tech_tf_client_server_no,0.0
project_prf_relative_size_xs,0.0
project_prf_relative_size_xxs,0.0
project_prf_relative_size_l,0.0
tech_tf_primary_programming_language_proprietary_agile_platform,0.0
project_prf_cost_currency_canada__dollar,0.0
project_prf_cost_currency_european__euro,0.0
tech_tf_tools_used,0.0
project_prf_team_size_group_61_70,0.0
project_prf_functional_size,0.0
project_prf_team_size_group_Missing,0.0
external_eef_organisation_type,0.0
process_pmf_development_methodologies_agile_development,0.0
project_prf_development_type_re_development,0.0
process_pmf_development_methodologies_agile_development__scrum,5.551115123125783e-18
project_prf_team_size_group_9_14,5.551115123125783e-18
process_pmf_development_methodologies_personal_software_process__psp___unified_process,5.551115123125783e-18
project_prf_relative_size_m1,5.551115123125783e-18
process_pmf_development_methodologies_agile_development__unified_process,5.551115123125783e-18
tech_tf_primary_programming_language_abap,5.551115123125783e-18
tech_tf_architecture_multi_tier,5.551115123125783e-18
tech_tf_primary_programming_language_java,5.551115123125783e-18
tech_tf_development_platform_proprietary,5.551115123125783e-18
tech_tf_development_platform_pc,5.551115123125783e-18
tech_tf_client_server_yes,5.551115123125783e-18
tech_tf_web_development_web,5.551115123125783e-18
project_prf_application_group_real_time_application,5.551115123125783e-18
project_prf_application_group_infrastructure_software,5.551115123125783e-18
people_prf_personnel_changes,5.551115123125783e-18
tech_tf_server_roles,5.551115123125783e-18
project_prf_application_type,5.551115123125783e-18
tech_tf_primary_programming_language_pl_i,5.551115123125783e-18
process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,5.551115123125783e-18
Dist_Cluster_1,1.1102230246251566e-17
Dist_Cluster_2,1.1102230246251566e-17
project_prf_year_of_project,1.1102230246251566e-17
project_prf_relative_size_s,1.1102230246251566e-17
project_prf_team_size_group_21_30,1.1102230246251566e-17
tech_tf_primary_programming_language_oracle,1.1102230246251566e-17
external_eef_industry_sector,1.1102230246251566e-17
project_prf_application_group_business_application,1.1102230246251566e-17
tech_tf_development_platform_mr,1.1102230246251566e-17
process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,1.1102230246251566e-17
Dist_Cluster_4,1.6653345369377347e-17
project_prf_application_group_mathematically_intensive_application,1.6653345369377347e-17
tech_tf_dbms_used_yes,1.6653345369377347e-17
project_prf_team_size_group_41_50,1.6653345369377347e-17
tech_tf_language_type_5GL,1.6653345369377347e-17
tech_tf_primary_programming_language_javascript,1.6653345369377347e-17
tech_tf_language_type_4GL,1.6653345369377347e-17
Dist_Cluster_5,2.2204460492503132e-17
project_prf_development_type_new_development,0.00024049266462701778
Dist_Cluster_0,0.031238323594362634
Dist_Cluster_3,0.046609523874641165
project_prf_max_team_size,0.23782289246148416
tech_tf_architecture_stand_alone,0.908521366448781
