feature,mean_importance
project_prf_functional_size,-0.0016025119915818163
project_prf_year_of_project,-0.0013702502183283185
_case_tool_used_yes,-0.0005061371480476667
tech_tf_architecture_no,-0.0004898089310902797
tech_tf_development_platform_mr,-0.0003067010622569838
project_prf_application_type,-0.00022400502421634355
tech_tf_tools_used,-0.00015499177032283207
project_prf_relative_size,-0.0001242360306721646
external_eef_organisation_type,-8.320106229635916e-05
tech_tf_language_type_APG,-6.726009084405682e-05
_case_tool_used_don_t_know,-4.266246697740978e-05
tech_tf_development_platform_mf,-3.589837146879549e-05
tech_tf_language_type_4GL,-3.555133307409086e-05
tech_tf_development_platform_pc,-3.337466686557794e-05
tech_tf_architecture_yes,-2.1307367588542515e-05
project_prf_max_team_size,-1.9410880218156957e-05
tech_tf_language_type_3GL,-1.3732655550188765e-05
project_prf_development_type_new_development,-8.800208874899795e-06
project_prf_development_type_re_development,-4.277278718191335e-06
project_prf_application_group_business_application,-4.036423554862334e-06
project_prf_application_group_mathematically_intensive_application_1,-1.093815426181366e-06
22_LightGBM_prediction,0.0
tech_tf_dbms_used_no,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
tech_tf_architecture_not_applicable,0.0
project_prf_application_group_real_time_application,0.0
tech_tf_language_type_5GL,0.0
project_prf_application_group_infrastructure_software,0.0
_case_tool_used_no,0.0
tech_tf_development_platform_multi,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_development_platform_proprietary,0.0
tech_tf_development_platform_hand_held,0.0
tech_tf_architecture_don_t_know,3.3041412171863627e-06
tech_tf_language_type_Missing,5.437487994242041e-06
tech_tf_dbms_used_yes,1.8907106470930634e-05
process_pmf_docs,1.9650892128512953e-05
project_prf_team_size_group,3.36497361544924e-05
external_eef_industry_sector,5.9326456146398256e-05
external_eef_data_quality_rating_b,6.226666109929724e-05
process_pmf_development_methodologies,7.890505279954247e-05
tech_tf_primary_programming_language,0.00021700342995825822
1_Linear_prediction,0.0024199965396086904
2_Default_LightGBM_prediction,0.003825904445052429
21_RandomForest_prediction,0.0046854644983629805
3_Xgboost_prediction,0.010359260262693204
project_prf_normalised_work_effort_level_1,0.019255452012989595
Ensemble_prediction,0.11345504160161005
12_LightGBM_prediction,1.062292772156796
