feature,mean_importance
project_prf_functional_size,-0.00046802413614606755
process_pmf_development_methodologies,-0.00011607361255887085
tech_tf_architecture_no,-9.623502130099298e-05
_case_tool_used_don_t_know,-9.563967531870942e-05
project_prf_relative_size,-6.696083473466535e-05
_case_tool_used_yes,-5.129681243406306e-05
project_prf_max_team_size,-2.1370429256532125e-05
tech_tf_language_type_4GL,-1.888313996225438e-05
external_eef_data_quality_rating_b,-1.6099414257961935e-05
external_eef_industry_sector,-1.3236026791459132e-05
tech_tf_development_platform_pc,-1.154048068914143e-05
project_prf_team_size_group,-7.241756724615106e-06
project_prf_development_type_re_development,-4.822183039143724e-06
tech_tf_language_type_Missing,-4.346044303597113e-06
tech_tf_language_type_3GL,-3.84635264433289e-06
_case_tool_used_no,-1.8858761639768683e-06
tech_tf_tools_used,-5.259856590340839e-07
tech_tf_development_platform_proprietary,0.0
tech_tf_development_platform_hand_held,0.0
tech_tf_architecture_not_applicable,0.0
tech_tf_language_type_5GL,0.0
project_prf_application_group_mathematically_intensive_application_1,0.0
project_prf_application_group_real_time_application,0.0
project_prf_application_group_mathematically_intensive_application,0.0
project_prf_application_group_infrastructure_software,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
tech_tf_dbms_used_no,0.0
22_LightGBM_prediction,0.0
tech_tf_language_type_APG,1.5828752594350404e-06
tech_tf_architecture_don_t_know,2.7513054482265763e-06
tech_tf_development_platform_mf,7.363745046831683e-06
project_prf_application_group_business_application,9.23835698984493e-06
tech_tf_development_platform_mr,1.762176607882637e-05
tech_tf_development_platform_multi,3.130614568301812e-05
tech_tf_dbms_used_yes,3.850945189641935e-05
tech_tf_architecture_yes,5.1236621906444733e-05
external_eef_organisation_type,6.225806405378009e-05
project_prf_development_type_new_development,9.366842576423729e-05
project_prf_year_of_project,0.00018039534156683926
process_pmf_docs,0.00022224762440809924
tech_tf_primary_programming_language,0.00022663778146554404
project_prf_application_type,0.0002738125660123464
1_Linear_prediction,0.0006065649606886124
2_Default_LightGBM_prediction,0.005148845847920512
21_RandomForest_prediction,0.0053052654676991615
3_Xgboost_prediction,0.01645634638632634
project_prf_normalised_work_effort_level_1,0.01748141028272353
Ensemble_prediction,0.1716155996211967
12_LightGBM_prediction,1.13996122601231
