feature,importance,model,importance_type,rank
Feature_17,3121.7827577392795,Lasso,coef_ (absolute values),1
Feature_18,1880.2736150715784,Lasso,coef_ (absolute values),2
Feature_19,526.1205952259528,Lasso,coef_ (absolute values),3
Feature_39,484.2469672266005,Lasso,coef_ (absolute values),4
Feature_43,263.8461910402673,Lasso,coef_ (absolute values),5
Feature_36,255.34422696126705,Lasso,coef_ (absolute values),6
Feature_65,231.2484131079254,Lasso,coef_ (absolute values),7
Feature_42,217.93706464498013,Lasso,coef_ (absolute values),8
Feature_77,213.46873217910135,Lasso,coef_ (absolute values),9
Feature_69,208.57466425197376,Lasso,coef_ (absolute values),10
Feature_63,163.87829239598332,Lasso,coef_ (absolute values),11
Feature_71,163.29529711876265,Lasso,coef_ (absolute values),12
Feature_62,158.81164942806583,Lasso,coef_ (absolute values),13
Feature_21,156.59355114435957,Lasso,coef_ (absolute values),14
Feature_28,152.7649357861343,Lasso,coef_ (absolute values),15
Feature_80,138.57088192374536,Lasso,coef_ (absolute values),16
Feature_64,128.47853954517743,Lasso,coef_ (absolute values),17
Feature_47,119.37974624772693,Lasso,coef_ (absolute values),18
Feature_40,114.30509796775958,Lasso,coef_ (absolute values),19
Feature_20,114.13404908114931,Lasso,coef_ (absolute values),20
Feature_72,102.19615692327297,Lasso,coef_ (absolute values),21
Feature_85,101.00033811414485,Lasso,coef_ (absolute values),22
Feature_78,92.55678106697765,Lasso,coef_ (absolute values),23
Feature_24,92.17072511230228,Lasso,coef_ (absolute values),24
Feature_0,91.92796782277105,Lasso,coef_ (absolute values),25
Feature_53,91.8727809247668,Lasso,coef_ (absolute values),26
Feature_66,91.23791985044282,Lasso,coef_ (absolute values),27
Feature_48,90.74971832030778,Lasso,coef_ (absolute values),28
Feature_82,89.33949258298242,Lasso,coef_ (absolute values),29
Feature_15,86.04766749964544,Lasso,coef_ (absolute values),30
Feature_12,85.38604048156876,Lasso,coef_ (absolute values),31
Feature_74,82.03332752536636,Lasso,coef_ (absolute values),32
Feature_5,80.07539393493525,Lasso,coef_ (absolute values),33
Feature_44,78.11067211615504,Lasso,coef_ (absolute values),34
Feature_45,77.56645521926842,Lasso,coef_ (absolute values),35
Feature_7,72.55157426623295,Lasso,coef_ (absolute values),36
Feature_76,71.52036937246748,Lasso,coef_ (absolute values),37
Feature_13,68.63183339350188,Lasso,coef_ (absolute values),38
Feature_30,68.03451067155402,Lasso,coef_ (absolute values),39
Feature_57,63.238481560888346,Lasso,coef_ (absolute values),40
Feature_4,60.585588882579046,Lasso,coef_ (absolute values),41
Feature_9,58.038413323523805,Lasso,coef_ (absolute values),42
Feature_31,56.05658276066942,Lasso,coef_ (absolute values),43
Feature_73,52.43659070344492,Lasso,coef_ (absolute values),44
Feature_34,50.01965994085232,Lasso,coef_ (absolute values),45
Feature_93,48.96179261332978,Lasso,coef_ (absolute values),46
Feature_75,48.41940964940531,Lasso,coef_ (absolute values),47
Feature_59,46.35865830398237,Lasso,coef_ (absolute values),48
Feature_29,46.2167118665754,Lasso,coef_ (absolute values),49
Feature_26,45.68506364030101,Lasso,coef_ (absolute values),50
Feature_83,45.29896182572161,Lasso,coef_ (absolute values),51
Feature_88,45.044046801877926,Lasso,coef_ (absolute values),52
Feature_35,44.70738770382049,Lasso,coef_ (absolute values),53
Feature_86,44.4900768557694,Lasso,coef_ (absolute values),54
Feature_37,41.373500114463766,Lasso,coef_ (absolute values),55
Feature_16,40.738344479665834,Lasso,coef_ (absolute values),56
Feature_10,37.81732501972095,Lasso,coef_ (absolute values),57
Feature_68,37.38462765318927,Lasso,coef_ (absolute values),58
Feature_14,35.7188037679075,Lasso,coef_ (absolute values),59
Feature_89,34.944053026533794,Lasso,coef_ (absolute values),60
Feature_41,34.76610895661334,Lasso,coef_ (absolute values),61
Feature_58,33.5949361120379,Lasso,coef_ (absolute values),62
Feature_1,31.63448766999917,Lasso,coef_ (absolute values),63
Feature_46,31.32958563570847,Lasso,coef_ (absolute values),64
Feature_91,30.516458386778375,Lasso,coef_ (absolute values),65
Feature_23,27.226176181500634,Lasso,coef_ (absolute values),66
Feature_90,27.12952803597064,Lasso,coef_ (absolute values),67
Feature_67,26.51852372585886,Lasso,coef_ (absolute values),68
Feature_56,26.117359163614317,Lasso,coef_ (absolute values),69
Feature_87,25.99988302555071,Lasso,coef_ (absolute values),70
Feature_32,24.19385566161766,Lasso,coef_ (absolute values),71
Feature_25,23.758145099959883,Lasso,coef_ (absolute values),72
Feature_55,22.975940957310932,Lasso,coef_ (absolute values),73
Feature_3,21.78380855092216,Lasso,coef_ (absolute values),74
Feature_6,20.541971406756836,Lasso,coef_ (absolute values),75
Feature_92,17.826726573879874,Lasso,coef_ (absolute values),76
Feature_11,14.508657443145706,Lasso,coef_ (absolute values),77
Feature_81,13.896414763172112,Lasso,coef_ (absolute values),78
Feature_49,12.61910082568387,Lasso,coef_ (absolute values),79
Feature_52,10.928597504338438,Lasso,coef_ (absolute values),80
Feature_8,9.715086951066823,Lasso,coef_ (absolute values),81
Feature_38,9.677906578963567,Lasso,coef_ (absolute values),82
Feature_51,8.330580450146806,Lasso,coef_ (absolute values),83
Feature_60,8.029847496388376,Lasso,coef_ (absolute values),84
Feature_61,5.376065444764209,Lasso,coef_ (absolute values),85
Feature_54,0.0,Lasso,coef_ (absolute values),86
Feature_33,0.0,Lasso,coef_ (absolute values),87
Feature_50,0.0,Lasso,coef_ (absolute values),88
Feature_2,0.0,Lasso,coef_ (absolute values),89
Feature_84,0.0,Lasso,coef_ (absolute values),90
Feature_22,0.0,Lasso,coef_ (absolute values),91
Feature_27,0.0,Lasso,coef_ (absolute values),92
Feature_79,0.0,Lasso,coef_ (absolute values),93
Feature_70,0.0,Lasso,coef_ (absolute values),94
