feature,importance,model,importance_type,rank
project_prf_functional_size,0.640601664212416,GradientBoostingRegressor,feature_importances_,1
project_prf_year_of_project,0.05870496417349663,GradientBoostingRegressor,feature_importances_,2
project_prf_application_type,0.03274811146372774,GradientBoostingRegressor,feature_importances_,3
tech_tf_architecture_multi_tier,0.02576518367903585,GradientBoostingRegressor,feature_importances_,4
tech_tf_architecture_missing,0.022408817150164347,GradientBoostingRegressor,feature_importances_,5
tech_tf_language_type_4gl,0.02148512891600971,GradientBoostingRegressor,feature_importances_,6
project_prf_relative_size_m1,0.020109615554660835,GradientBoostingRegressor,feature_importances_,7
tech_tf_primary_programming_language,0.018619002371210232,GradientBoostingRegressor,feature_importances_,8
project_prf_relative_size_s,0.017998878728358068,GradientBoostingRegressor,feature_importances_,9
process_pmf_docs,0.009024951245859395,GradientBoostingRegressor,feature_importances_,10
project_prf_application_group_business_application,0.007997090837679638,GradientBoostingRegressor,feature_importances_,11
external_eef_organisation_type_virtual_assistants_lingubots,0.007878095944950559,GradientBoostingRegressor,feature_importances_,12
tech_tf_architecture_multi_tier_with_web_public_interface,0.007575575349041244,GradientBoostingRegressor,feature_importances_,13
tech_tf_language_type_3gl,0.007556655466324371,GradientBoostingRegressor,feature_importances_,14
project_prf_relative_size_missing,0.0072428664670607535,GradientBoostingRegressor,feature_importances_,15
process_pmf_development_methodologies_agile_development,0.006720366459554264,GradientBoostingRegressor,feature_importances_,16
project_prf_relative_size_m2,0.00657600018733999,GradientBoostingRegressor,feature_importances_,17
tech_tf_tools_used,0.006560315277560705,GradientBoostingRegressor,feature_importances_,18
tech_tf_development_platform_pc,0.005667467421976461,GradientBoostingRegressor,feature_importances_,19
project_prf_application_group_missing,0.005598389922083207,GradientBoostingRegressor,feature_importances_,20
tech_tf_development_platform_multi,0.004880740250390423,GradientBoostingRegressor,feature_importances_,21
external_eef_organisation_type_media,0.004778888782603444,GradientBoostingRegressor,feature_importances_,22
project_prf_development_type_new_development,0.0040737728101666966,GradientBoostingRegressor,feature_importances_,23
project_prf_development_type_enhancement,0.004049196133573251,GradientBoostingRegressor,feature_importances_,24
external_eef_data_quality_rating_a,0.0035799988279108957,GradientBoostingRegressor,feature_importances_,25
external_eef_organisation_type_telecommunication,0.003136362516930655,GradientBoostingRegressor,feature_importances_,26
tech_tf_development_platform_mr,0.002618244069421725,GradientBoostingRegressor,feature_importances_,27
tech_tf_development_platform_missing,0.002477087924721588,GradientBoostingRegressor,feature_importances_,28
project_prf_max_team_size,0.002457942839535218,GradientBoostingRegressor,feature_importances_,29
tech_tf_development_platform_mf,0.002374025185296048,GradientBoostingRegressor,feature_importances_,30
external_eef_organisation_type_telecom,0.0023611114707990737,GradientBoostingRegressor,feature_importances_,31
process_pmf_development_methodologies_missing,0.002305621672611727,GradientBoostingRegressor,feature_importances_,32
tech_tf_architecture_client_server,0.0022268501312893746,GradientBoostingRegressor,feature_importances_,33
project_prf_relative_size_l,0.0021895231482206372,GradientBoostingRegressor,feature_importances_,34
functional_size_group_s_100,0.0020932778293847954,GradientBoostingRegressor,feature_importances_,35
