Feature,communication 1_GradientBoostingRegressor,communication 2_BayesianRidge,communication 3_Lasso,government 1_GradientBoostingRegressor,government 2_LinearRegression,government 3_Lasso,insurance 1_GradientBoostingRegressor,insurance 2_Lasso,insurance 3_LassoLars,medical 1_LGBMRegressor,medical 2_GradientBoostingRegressor,medical 3_LassoLars,serviceindustry 1_GradientBoostingRegressor,serviceindustry 2_BayesianRidge,serviceindustry 3_Lasso
project_prf_application_type,0.03274811146372774,101.89960705217133,97.49960187667516,0.0,351113422682889.56,0.0,0.003580841307478308,0.0,9.460963800943025,116.0,0.028426347035549467,467.5770506378279,0.003977670280255466,20.375785214375348,0.0
tech_tf_primary_programming_language,0.018619002371210232,120.19265000334032,114.70026829168242,0.0,273097341801378.4,21.78380855092216,0.002109528593850815,45.41805054915827,52.87511751598914,5.0,0.0,62.15877675212546,0.00028799084853244457,67.41626620110267,49.47512691295071
tech_tf_tools_used,0.006560315277560705,46.58076329132311,40.439873906091094,0.0005886414425014127,146687339269075.66,72.55157426623295,0.0013494420187349252,31.551332555364667,35.75700430195932,9.0,0.0004309935195501756,44.42088264856732,0.001153568575310052,228.9864566982221,209.6435633125565
project_prf_functional_size,0.640601664212416,788.0710613507899,822.8761903953372,0.0,126147426058573.22,60.585588882579046,0.8729325704944925,1987.131273347036,1995.7475067029684,7.0,1.7416836616969618e-05,54.41088288381825,0.00045019728461929005,58.041229100334036,42.7901981233713
process_pmf_development_methodologies_agile_development,0.006720366459554264,73.48510384074537,67.76339485698105,0.0,81953902414228.7,9.715086951066823,0.0,0.0,0.8553276470594111,76.0,0.0008432693587467486,88.60853512289896,0.0010641925097397886,4.5831047449188445,0.0
project_prf_max_team_size,0.002457942839535218,23.602044039899287,15.083164971916409,0.0,79165330572517.36,80.07539393493525,0.001107102977940954,26.347404570238638,33.289415880483645,0.0,0.0,14.191587711517553,0.0007707013556937118,94.18843195542014,75.14859301906267
process_pmf_docs,0.009024951245859395,55.991321090125865,53.7354053516357,7.501541437035012e-05,73869965336300.69,20.541971406756836,0.0014519260012876066,52.73635628036429,60.75582456680853,0.0,0.0,10.68127836402177,0.0016648078808571946,5.934559317081337,0.0
process_pmf_development_methodologies_missing,0.002305621672611727,42.98850440835565,37.13817141916949,0.0,67482309795116.68,37.81732501972095,0.0,27.254575905332295,36.88523300967075,24.0,0.0005535450156636664,85.63577617923461,0.0005846312450598912,150.3927181270725,151.69476103584202
process_pmf_development_methodologies_unified_process,0.0,0.0,0.0,0.0,66128403090094.305,85.38604048156876,0.0,2.0475293808901607,10.064094279907184,1.0,0.00023740696763753795,37.49690373319333,0.0003352857344492684,149.15927809183142,148.20631897967647
process_pmf_development_methodologies_iterative,0.0,0.0,0.0,0.0,61884144596242.66,58.038413323523805,0.0,0.0,0.0,0.0,0.0,0.0,0.0001561761732317071,59.24931082213877,39.95698272424572
process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0,4.810744351084179,0.0,9.815230777484766e-05,56520646053328.01,68.63183339350188,0.0,10.765729005965992,18.47198094646815,3.0,0.0,63.81791175078176,0.0012459831960390014,257.1105031028681,260.6466930862423
process_pmf_development_methodologies_scrum,0.0,0.0,0.0,9.784332867868742e-05,54055712360319.68,14.508657443145706,0.0,0.0,0.0,0.0,0.0,0.0,0.00047374415817385575,137.19743185026118,114.32911306790946
external_eef_industry_sector_government,0.0,0.0,0.0,0.0,45857546414944.234,35.7188037679075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_eef_organisation_type,0.0,0.0,0.0,0.0,43824682795388.945,31.63448766999917,0.0,0.0,0.0,0.0,0.0,0.0,0.0008778106885116145,91.05499964180373,75.87978900773969
project_prf_application_group_missing,0.005598389922083207,43.527371691614164,36.86980214865578,0.2259092303484291,1887.3313352018595,1880.2736150715784,0.0,11.648016040605064,15.612476860992508,0.0,0.0002802348155085859,62.21711987998137,0.4421528491660307,3054.259563334542,3119.295831063737
project_prf_application_group_mathematically_intensive_application,0.0016577946689154065,1.6422452892290949,0.0,0.6510145033415953,3132.039441730827,3121.7827577392795,0.0,0.0,0.0,0.0,0.0,0.0,0.11404338779825157,1862.9097535961735,1880.153560010858
external_eef_industry_sector_banking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.7157911819564517,3144.1481354721996,0.0,0.0,0.0
project_prf_year_of_project,0.05870496417349663,176.5151974883095,174.28868378492334,0.002772914285622474,120.8531530379994,91.92796782277105,0.0029853097668977313,18.042448727559126,26.892289887490037,0.0,0.0,0.0,0.04772245381178988,1473.145747881597,1462.3742407137524
external_eef_industry_sector_financial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.1648042111796294,1693.5193601442563,0.0,0.0,0.0
tech_tf_architecture_client_server,0.0022268501312893746,48.26590226729172,42.12856458668496,0.0,36.525634765625,26.117359163614317,0.0010805950575427294,47.82649400794901,55.33378967753498,26.0,0.0,2.72752709836799,0.02342946286324159,895.8848348573249,893.3734611637152
project_prf_application_group_real_time_application,0.0013362117822734976,38.667164727475985,31.683687844504753,0.04202221051216433,528.1254887282848,526.1205952259528,0.0,0.0,3.4751526865748277,38.0,0.0009659386861262895,184.07326814429874,0.016764231139244166,334.3479984004538,322.4971389042431
project_prf_relative_size_m1,0.020109615554660835,136.7482496551694,135.6774494092879,0.01963219728539325,493.085205078125,484.2469672266005,0.0019023131813241758,75.15423075604892,82.0934271290307,11.0,9.334839268176879e-05,2.449906191432852,0.002699693322791692,133.98473320980364,117.53446276858037
project_prf_development_type_new_development,0.0040737728101666966,45.3181630549949,39.5818952097345,0.0010466113472161343,164.44830513000488,156.59355114435957,0.013660119426456417,214.138620768031,219.2567716853928,15.0,0.0,16.450786156826133,0.03127908126569785,394.3474243795066,402.4755274895109
project_prf_relative_size_s,0.017998878728358068,144.01268842435232,133.01650449248834,0.002432353783676195,222.11514282226562,217.93706464498013,0.004675619023936938,81.12080503744356,87.7701263423126,0.0,0.0001307602275956742,110.06240694490977,0.004038671743727245,324.0528882734018,314.49693470772775
tech_tf_language_type_4gl,0.02148512891600971,108.95864040898434,107.1062870048887,0.00021882409011313514,78.0625,68.03451067155402,0.0033092685814504947,71.39707827327875,78.75037167305247,29.0,0.0004909680344257785,55.538368635854155,0.008580414884542285,465.20811911943116,466.5961730323724
tech_tf_client_server_yes,0.0,11.65899501536204,3.3902056927634634,0.0011955332932758022,138.2265625,128.47853954517743,0.0,5.588905647055905,12.538344381531466,5.0,0.00015886200553296442,88.11374811337815,0.00872553597100054,508.20452846057964,493.42403063697316
project_prf_relative_size_xl,0.0,0.0,0.0,0.004254555556736773,270.09349060058594,263.8461910402673,0.0,0.9659759994623184,9.228076563015504,107.0,0.025235824807479598,599.4275382012905,0.0,0.0,0.0
project_prf_development_type_enhancement,0.004049196133573251,33.20508035925597,27.038751096778586,0.0028109702463834565,119.56536841392517,114.13404908114931,0.013259670701784076,146.50888202411997,149.93389413310086,11.0,0.0,62.311090759945216,0.016083502438819543,286.1978762640208,278.96401539728487
tech_tf_dbms_used_no,0.0,23.22012549638147,15.207806984310547,4.5715321220322285e-05,98.0755615234375,91.23791985044282,0.0,0.0,0.0,0.0,0.0,0.0,0.0036883064772917015,472.17815692846176,487.13958195627447
tech_tf_architecture_multi_tier,0.02576518367903585,134.02715984469648,131.0645311659397,0.0,43.634521484375,33.5949361120379,0.003312652939816989,95.47321594039714,101.18252778783024,0.0,0.0,52.030134790240744,0.002747540412027335,282.21434432923496,281.0483217422582
tech_tf_architecture_stand_alone_1,0.0,0.0,0.0,3.7256713742947635e-06,16.985824584960938,5.376065444764209,0.0,0.0,4.943917202787296,0.0,0.0,0.0,0.013376599003714087,539.1351106971864,535.009094808193
tech_tf_dbms_used_missing,0.0014620282654543443,32.42298318416608,26.479636907763464,0.0025225247957889395,240.23782348632812,231.2484131079254,0.0,0.0,0.7966491495866013,35.0,0.00016470047216336046,110.23572701746559,0.0005421959520537498,198.9971865529443,201.2349130626702
tech_tf_client_server_missing,0.0,10.569475660230449,3.2760443179881147,0.0015263066347578067,167.14254760742188,158.81164942806583,0.0,28.86108489206005,36.53277172941562,0.0,0.0009244698745831297,88.59895133623336,0.00258553964470755,274.99926476654025,273.6966369207567
project_prf_application_group_business_application,0.007997090837679638,89.29690699685628,85.13270199957205,0.00921351079503363,86.79945459438022,86.04766749964544,3.241271573193481e-05,12.464232542338337,18.72394069483572,335.0,0.001907535313169271,156.80436088830626,0.0001541683757136355,74.07548406162567,63.29196995448836
functional_size_group_s_100,0.0020932778293847954,54.373986813081956,56.00599796755593,0.0011509710669987318,275.236328125,255.34422696126705,0.0005147819475975782,0.0,21.183156241489574,132.0,0.0,94.22157470484784,0.0006615281789672824,60.80297239504563,47.73287140689575
project_prf_team_size_group_31_40,0.0,0.0,0.0,0.0,17.882476806640625,8.330580450146806,0.0,0.0,0.0,8.0,0.004647585195472266,187.3411390250454,0.005204138483084106,370.75574942939954,360.35056599468317
external_eef_data_quality_rating_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027534430551243248,464.1585684910833,468.2104200809725
project_prf_relative_size_l,0.0021895231482206372,28.10298001032902,19.6945513372136,0.0002349923683058881,16.864013671875,9.677906578963567,0.0004918769409054357,26.267321242032537,33.654058554071504,0.0,0.0,29.90738329952178,0.0051862418084129185,357.23807681135713,356.56797862581544
project_prf_team_size_group_9_14,0.0,2.3398907276153587,0.0,0.0,4.37451171875,0.0,0.0,0.0,0.0,78.0,0.006515548850489634,376.8533501787143,0.0017917016324108092,208.16931066953276,202.69950890398303
project_prf_normalised_work_effort,0.0,0.0,0.0,0.0,24.5771484375,13.896414763172112,0.0,0.0,0.0,9.0,0.0005974029745379854,150.76753326997164,0.00228500256770162,336.14445872007275,335.30448340346294
