iter	RMSE
174	2875.688998
175	2858.352561
176	2840.703359
177	2823.087923
178	2806.816173
179	2792.652592
180	2777.717028
181	2760.440525
182	2740.98768
183	2723.909976
184	2707.872531
185	2691.400396
186	2676.205604
187	2660.226603
188	2642.754016
189	2626.600002
190	2611.614515
191	2595.116052
192	2580.09712
193	2564.766745
194	2550.233244
195	2535.09191
196	2520.143891
197	2505.297184
198	2489.991878
199	2476.781783
200	2463.096715
201	2448.627823
202	2434.915402
203	2420.101508
204	2406.425083
205	2390.599302
206	2377.489375
207	2362.9875
208	2349.19179
209	2334.721166
210	2320.587968
211	2306.273223
212	2292.559106
213	2276.580072
214	2262.870225
215	2249.364627
216	2236.385536
217	2223.482569
218	2210.546679
219	2197.50019
220	2185.336283
221	2171.777244
222	2158.107376
223	2143.749619
224	2132.295601
225	2119.299453
226	2106.551765
227	2093.936009
228	2081.342678
229	2068.058112
230	2056.328049
231	2044.601149
232	2031.131163
233	2019.21929
234	2007.244922
235	1995.182507
236	1983.164397
237	1971.965635
238	1959.552091
239	1947.204053
240	1936.182442
241	1923.980304
242	1913.024803
243	1902.281495
244	1890.604788
245	1879.165217
246	1868.040213
247	1856.215296
248	1845.31824
249	1834.557724
250	1822.69245
251	1811.005734
252	1799.654068
253	1789.123822
254	1778.957671
255	1767.249525
256	1756.95113
257	1745.625042
258	1734.748748
259	1723.551868
260	1712.963059
261	1702.342304
262	1690.722402
263	1680.332442
264	1670.248746
265	1659.177354
266	1649.074518
267	1638.415961
268	1627.961014
269	1617.956853
270	1608.001908
271	1598.230436
272	1588.49864
273	1578.686153
274	1568.97603
275	1559.289201
276	1549.831737
277	1539.748919
278	1530.48625
279	1520.504485
280	1510.992017
281	1501.118483
282	1491.684894
283	1482.253239
284	1473.373402
285	1464.497585
286	1454.983138
287	1445.805302
288	1437.011965
289	1427.846661
290	1418.658931
291	1410.040557
292	1401.180412
293	1392.656788
294	1384.384763
295	1375.986783
296	1367.694695
297	1359.229557
298	1351.191227
299	1342.491477
300	1333.989468
301	1325.552754
302	1317.288604
303	1309.32094
304	1301.63584
305	1293.426953
306	1285.280765
307	1277.33938
308	1269.150769
309	1261.050201
310	1253.238686
311	1245.336099
312	1237.528278
313	1229.779518
314	1222.089263
315	1214.594546
316	1207.113496
317	1199.687706
318	1192.025512
319	1184.498991
320	1176.830022
321	1169.270222
322	1161.832156
323	1154.607063
324	1147.436041
325	1140.318622
326	1133.204846
327	1126.086585
328	1118.944677
329	1112.12457
330	1105.098698
331	1098.375876
332	1091.452306
333	1084.67367
334	1077.947736
335	1071.158424
336	1064.378476
337	1057.692016
338	1050.950271
339	1044.326451
340	1037.777774
341	1031.218225
342	1024.65483
343	1018.241501
344	1011.839869
345	1005.475357
346	999.1963447
347	992.9613822
348	986.7113037
349	980.5631308
350	974.4211608
351	968.3551397
352	962.3325006
353	956.2959975
354	950.2769904
355	944.3828903
356	938.4850893
357	932.6124413
358	926.8419638
359	921.0779828
360	915.3880501
361	909.7036526
362	904.0570055
363	898.4865943
364	892.953935
365	887.4617201
366	881.9462442
367	876.4435245
368	871.0643202
369	865.5302958
370	860.1799123
371	854.9151613
372	849.6400649
373	844.2567607
374	839.0699167
375	833.89
376	828.7498495
377	823.4890984
378	818.2671631
379	813.1066251
380	807.9608557
381	802.8753911
382	797.8045814
383	792.7929614
384	787.8177388
385	782.8786208
386	777.9537656
387	773.0649197
388	768.2326874
389	763.4146777
390	758.652257
391	753.9039759
392	749.2102832
393	744.5504885
394	739.9046326
395	735.2926012
396	730.7141343
397	726.1689755
398	721.6753724
399	717.2141568
400	712.7850881
401	708.3828393
402	703.999434
403	699.6478727
404	695.3279196
405	691.0393421
406	686.7819099
407	682.5675243
408	678.3714965
409	674.2059379
410	670.0866183
411	665.9969651
412	661.9327231
413	657.898
414	653.8925782
415	649.916243
416	645.9687821
417	642.0499858
418	638.1547314
419	634.2927004
420	630.458717
421	626.6525812
422	622.8740953
423	619.118503
424	615.3947841
425	611.6981325
426	608.0283592
427	604.3852773
428	600.7644687
429	597.1701443
430	593.6061262
431	590.0641036
432	586.5518694
433	583.0652384
434	579.6040368
435	576.1643697
436	572.7499302
437	569.3605441
438	565.9960389
439	562.6562438
440	559.3409901
441	556.0501104
442	552.7834394
443	549.5408132
444	546.3220696
445	543.1270479
446	539.9555893
447	536.8075361
448	533.6827325
449	530.5810237
450	527.5022568
451	524.4462802
452	521.4129435
453	518.4020979
454	515.4135957
455	512.4472909
456	509.5030383
457	506.5806944
458	503.6801168
459	500.7742148
460	497.9156201
461	495.0518285
462	492.2346784
463	489.412455
464	486.6115626
465	483.8550299
466	481.0949013
467	478.3785049
468	475.6586183
469	472.9818477
470	470.301689
471	467.664041
472	465.0231037
473	462.4240826
474	459.8218676
475	457.2609845
476	454.6969999
477	452.152652
478	449.6475338
479	447.1406859
480	444.6725162
481	442.2026937
482	439.7710074
483	437.3377423
484	434.9420807
485	432.5449116
486	430.1662962
487	427.823294
488	425.480089
489	423.1719939
490	420.8637535
491	418.5901282
492	416.2980808
493	414.0235548
494	411.7664417
495	409.5266338
496	407.3040241
497	405.0985063
498	402.9099748
499	400.7383247
500	398.5834516
501	396.4452522
502	394.3236233
503	392.2184627
504	390.1296687
505	388.0571404
506	386.0007774
507	383.9604799
508	381.9361487
509	379.9276853
510	377.9349917
511	375.9579707
512	373.9965253
513	372.0505594
514	370.1199774
515	368.2046842
516	366.3045853
517	364.4195867
518	362.5495951
519	360.6945174
520	358.8542615
521	357.0287354
522	355.2178479
523	353.4215081
524	351.5144129
525	349.6237569
526	347.7494138
527	345.8912583
528	344.0491666
529	342.2230161
530	340.4126853
531	338.618054
532	336.839003
533	335.1806376
534	333.4302968
535	331.7770785
536	330.0552345
537	328.3484374
538	326.6565738
539	324.9795311
540	323.4036038
541	321.7539427
542	320.0486652
543	318.3590779
544	316.6850449
545	315.0264316
546	313.3831051
547	311.754934
548	310.1417885
549	308.5435403
550	306.9600625
551	305.3912295
552	303.8369174
553	301.1937668
554	299.6653339
555	298.1510827
556	296.6508931
557	295.1646466
558	293.6922259
559	290.6640898
560	289.3257868
561	287.9991448
562	286.6928154
563	285.3884743
564	284.1041368
565	281.1965852
566	279.9276593
567	278.6698901
568	277.4307327
569	276.1942894
570	274.9063014
571	273.5853573
572	270.8044369
573	269.5516229
574	268.3378151
575	267.1352932
576	265.9439638
577	264.6362888
578	263.4623
579	262.0709358
580	260.9149185
581	259.5454022
582	257.3285863
583	256.1980561
584	255.0781166
585	253.7479763
586	252.6451762
587	250.494143
588	249.4091964
589	248.1172794
590	247.0489452
591	245.7772569
592	244.7252751
593	242.6486036
594	241.5785361
595	240.3440698
596	239.3242337
597	237.2703213
598	236.2672055
599	235.1538847
600	234.1654052
601	233.06805
602	231.1062033
603	230.1389151
604	229.1808217
605	228.1135597
606	226.2029819
607	225.2654558
608	224.3368621
609	223.298879
610	221.4382837
611	220.4932574
612	219.4797974
613	218.1060706
614	216.2999289
615	215.4161605
616	214.5408631
617	213.5215741
618	212.5366722
619	210.7849851
620	209.9029199
621	208.9164455
622	207.9600381
623	207.0131454
624	205.7406535
625	204.055626
626	203.2127358
627	202.4091011
628	201.4753421
629	200.5684383
630	199.3508307
631	197.7277569
632	196.9250192
633	196.0287127
634	195.1791633
635	193.5989187
636	192.7241637
637	191.8948755
638	190.7050468
639	189.8440908
640	188.9930818
641	188.1892404
642	187.0354309
643	185.5737195
644	184.8558692
645	184.1453703
646	183.4414867
647	182.7446511
648	182.0543106
649	181.2949759
650	180.2039225
651	178.771513
652	178.1042518
653	177.4436413
654	176.7888697
655	176.1406402
656	175.3980969
657	174.7604877
658	174.0294702
659	172.6221794
660	171.999621
661	171.2785601
662	170.5656115
663	169.8606926
664	169.1591488
665	168.4658001
666	167.7802881
667	167.1025327
668	166.418682
669	165.4520199
670	164.7468462
671	164.0890733
672	163.225645
673	162.6207694
674	161.7716787
675	161.1768624
676	159.8974046
677	159.3132323
678	158.7355341
679	157.4850714
680	156.9177144
681	156.1133781
682	155.5554478
683	154.3434978
684	153.7955687
685	153.0176142
686	152.478791
687	151.9593378
688	151.4450198
689	150.277167
690	149.7574745
691	149.2313533
692	148.0904862
693	147.5852667
694	147.0964703
695	146.4854752
696	145.9930878
697	145.5166455
698	144.4145372
699	143.9068156
700	143.4423757
701	142.8566048
702	142.3627011
703	141.9098482
704	140.8470957
705	140.3673543
706	139.8038557
707	139.3540914
708	138.9191885
709	137.8904954
710	137.4318858
711	137.0076524
712	136.4667413
713	136.0491421
714	135.5163933
715	135.0770428
716	134.0906695
717	133.66043
718	133.2590804
719	132.7462296
720	132.3277051
721	131.3736878
722	130.9638608
723	130.5780488
724	130.0843161
725	129.7552924
726	129.429872
727	129.1080205
728	128.789704
729	128.4748886
730	128.1635409
731	127.8556276
732	127.5069759
733	126.8880853
734	126.5449762
735	126.2055897
736	125.3411052
737	125.0086385
738	124.1643217
739	123.8386487
740	123.0140606
741	122.1020021
742	121.7842425
743	120.8888641
744	120.5757914
745	119.6968003
746	119.3883487
747	118.5254572
748	117.6329644
749	117.2681954
750	116.9695616
751	116.6742139
752	115.9136907
753	115.56192
754	114.8185141
755	114.4736651
756	113.7470304
757	113.0344446
758	112.7099175
759	112.0129384
760	111.6942222
761	111.012551
762	110.699554
763	110.0328972
764	109.725529
765	109.0735978
766	108.771729
767	108.2504959
768	107.9541732
769	107.3261915
770	106.8227992
771	106.5337566
772	106.0403182
773	105.7567481
774	105.1592772
775	104.8808732
776	104.4063083
777	104.1082315
778	103.5432177
779	103.2502581
780	102.6955974
781	102.4076607
782	101.8822193
783	101.3429135
784	100.8325586
785	100.4457777
786	99.92342336
787	99.64614499
788	99.26899546
789	98.99713588
790	98.62644173
791	98.01897548
792	97.38446419
793	96.76228413
794	96.1521634
795	95.5538363
796	94.96704319
797	94.39153039
798	93.94280179
799	93.38383439
800	92.9473398
801	92.51745888
802	92.09408529
803	91.67711451
804	91.26644382
805	90.74400144
806	90.34442047
807	89.95085399
808	89.56320604
809	89.18138234
810	88.98810561
811	88.61403475
812	88.42531539
813	88.23909336
814	88.06809339
815	87.89919476
816	87.73230915
817	87.56722346
818	87.40409955
819	87.24272795
820	87.08326896
821	86.92551661
822	86.76962961
823	86.61064385
824	86.45355931
825	86.29802515
826	86.14875905
827	85.80630538
828	85.66015592
829	85.51573134
830	85.36823881
831	85.2269349
832	85.08710927
833	84.75732102
834	84.62058584
835	84.48528003
836	84.35157047
837	84.21448877
838	83.77572548
839	83.62343437
840	83.49510887
841	83.18179439
842	83.03326152
843	82.88965266
844	82.74796277
845	82.6081345
846	82.47016017
847	82.31303147
848	82.15828886
849	81.80211045
850	81.67050671
851	81.52019907
852	81.40773437
853	81.29643415
854	80.95188282
855	80.83071558
856	80.71114706
857	80.42229073
858	80.30576051
859	80.16605128
860	79.88454236
861	79.49828789
862	79.36229334
863	79.03809464
864	78.65979084
865	78.2881517
866	78.17896557
867	77.81405735
868	77.70277203
869	77.34435979
870	77.07792316
871	76.86941367
872	76.66327071
873	76.3147233
874	76.05311126
875	75.85151858
876	75.51081771
877	75.25353584
878	75.05631979
879	74.86139887
880	74.53002317
881	74.23110678
882	74.04034975
883	73.79143827
884	73.60326312
885	73.28148095
886	73.09701313
887	72.852529
888	72.53793572
889	72.35751541
890	72.07278424
891	71.89468752
892	71.5891931
893	71.35212409
894	71.17793156
895	70.87923642
896	70.64598194
897	70.47554211
898	70.24585989
899	70.04548412
900	69.87873075
901	69.71383904
902	69.42811716
903	69.14219151
904	68.98086054
905	68.78596537
906	68.62659603
907	68.40999285
908	68.21820125
909	68.06226394
910	67.78952338
911	67.63663036
912	67.36133788
913	67.17452777
914	67.02380295
915	66.75898722
916	66.61120972
917	66.40968731
918	66.14211056
919	65.96046755
920	65.81610644
921	65.6733496
922	65.494281
923	65.24136193
924	65.10158359
925	64.91011674
926	64.73403706
927	64.59719248
928	64.46191961
929	64.21994143
930	63.96413299
931	63.83173805
932	63.66015897
933	63.47819218
934	63.34862517
935	63.17965228
936	63.05163274
937	62.82041463
938	62.73661344
939	62.56236255
940	62.47998621
941	62.39895077
942	62.34282528
943	62.11851037
944	62.03940576
945	61.85655982
946	61.77868238
947	61.72486897
948	61.60576334
949	61.42684419
950	61.31010849
951	61.22128966
952	60.98922074
953	60.82797256
954	60.71301069
955	60.48542043
956	60.32756897
957	60.21402932
958	59.99082669
959	59.87854994
960	59.6583932
961	59.44125207
962	59.28929705
963	59.1787874
964	58.96579927
965	58.85646241
966	58.64633952
967	58.53818737
968	58.33088691
969	58.12642325
970	58.01935787
971	57.81763265
972	57.61866483
973	57.42241502
974	57.2809991
975	57.17469981
976	56.98202294
977	56.87670567
978	56.68641554
979	56.49872748
980	56.31360448
981	56.20876733
982	56.0244615
983	55.92089594
984	55.73944915
985	55.56048178
986	55.38183171
987	55.13761483
988	54.89682717
989	54.65941113
990	54.42531038
991	54.19446974
992	53.97459399
993	53.80522924
994	53.59621027
995	53.39067809
996	53.1778581
997	52.9773749
998	52.78021251
999	52.57335943
