feature,shap_importance
tech_tf_architecture_stand_alone,0.4027076543317835
external_eef_industry_sector,0.18332628391480285
project_prf_max_team_size,0.10820358614485358
tech_tf_development_platform_multi,0.08178129903868181
project_prf_relative_size_xs,0.04170219608645123
project_prf_year_of_project,0.03695122087386963
project_prf_relative_size_xxs,0.0323799679377127
tech_tf_development_platform_pc,0.02969886344739938
project_prf_functional_size,0.027783229697545292
external_eef_organisation_type,0.021959993271710027
external_eef_data_quality_rating_b,0.01774534595207378
tech_tf_development_platform_proprietary,0.01545514227332356
project_prf_team_size_group_2,0.01532863936819752
process_pmf_docs,0.014780539964246145
people_prf_personnel_changes,0.013050426676882587
tech_tf_primary_programming_language_c_,0.012404514659785388
project_prf_application_type,0.01156900080247544
tech_tf_primary_programming_language_java,0.011162388587978588
tech_tf_primary_programming_language_proprietary_agile_platform,0.010288133378132119
tech_tf_language_type_4GL,0.009306918482874455
tech_tf_client_server_no,0.008396630200441624
project_prf_team_size_group_9_14,0.006942300144468228
project_prf_team_size_group_21_30,0.0068422100022945175
process_pmf_development_methodologies_agile_development,0.004278009017185412
process_pmf_development_methodologies_agile_development__iterative,0.003415048384336729
project_prf_team_size_group_41_50,0.003382824289569718
tech_tf_architecture_multi_tier,0.001921100186129615
project_prf_relative_size_l,0.0012100494565595928
tech_tf_primary_programming_language_oracle,0.0
project_prf_application_group_business_application,0.0
process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,0.0
process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,0.0
process_pmf_development_methodologies_agile_development__scrum,0.0
process_pmf_development_methodologies_agile_development__unified_process,0.0
process_pmf_development_methodologies_personal_software_process__psp___unified_process,0.0
tech_tf_architecture_client_server,0.0
tech_tf_architecture_multi_tier_with_web_public_interface,0.0
tech_tf_primary_programming_language_pl_i,0.0
tech_tf_tools_used,0.0
tech_tf_server_roles,0.0
tech_tf_client_server_yes,0.0
tech_tf_web_development_web,0.0
tech_tf_dbms_used_yes,0.0
project_prf_cost_currency_canada__dollar,0.0
project_prf_application_group_infrastructure_software,0.0
project_prf_application_group_mathematically_intensive_application,0.0
project_prf_team_size_group_Missing,0.0
project_prf_application_group_real_time_application,0.0
project_prf_team_size_group_61_70,0.0
project_prf_team_size_group_5_8,0.0
project_prf_development_type_new_development,0.0
project_prf_team_size_group_3_4,0.0
project_prf_development_type_re_development,0.0
tech_tf_development_platform_mr,0.0
tech_tf_language_type_5GL,0.0
tech_tf_primary_programming_language_abap,0.0
project_prf_relative_size_s,0.0
project_prf_relative_size_m2,0.0
project_prf_relative_size_m1,0.0
tech_tf_primary_programming_language_c__,0.0
tech_tf_primary_programming_language_javascript,0.0
project_prf_cost_currency_european__euro,0.0
