feature,mean_importance
tech_tf_language_type_4GL,-0.0017388422507524758
tech_tf_architecture_client_server,-0.0014728465864558837
project_prf_cost_currency_european__euro,-0.0011504356922047766
project_prf_functional_size,-2.2204460492503132e-17
tech_tf_primary_programming_language_javascript,-1.6653345369377347e-17
project_prf_relative_size_s,-1.6653345369377347e-17
project_prf_application_group_mathematically_intensive_application,-1.6653345369377347e-17
project_prf_team_size_group_9_14,-1.6653345369377347e-17
tech_tf_primary_programming_language_abap,-1.1102230246251566e-17
tech_tf_primary_programming_language_pl_i,-1.1102230246251566e-17
project_prf_team_size_group_3_4,-1.1102230246251566e-17
project_prf_application_group_real_time_application,-1.1102230246251566e-17
project_prf_team_size_group_5_8,-1.1102230246251566e-17
process_pmf_development_methodologies_agile_development,-1.1102230246251566e-17
tech_tf_tools_used,-1.1102230246251566e-17
tech_tf_client_server_yes,-1.1102230246251566e-17
tech_tf_web_development_web,-1.1102230246251566e-17
tech_tf_primary_programming_language_c_,-1.1102230246251566e-17
tech_tf_primary_programming_language_java,-1.1102230246251566e-17
project_prf_team_size_group_Missing,-5.551115123125783e-18
project_prf_relative_size_xs,-5.551115123125783e-18
process_pmf_development_methodologies_personal_software_process__psp___unified_process,-5.551115123125783e-18
project_prf_relative_size_l,-5.551115123125783e-18
tech_tf_architecture_multi_tier,-5.551115123125783e-18
tech_tf_primary_programming_language_oracle,-5.551115123125783e-18
tech_tf_client_server_no,-5.551115123125783e-18
tech_tf_primary_programming_language_proprietary_agile_platform,-5.551115123125783e-18
tech_tf_development_platform_pc,-5.551115123125783e-18
project_prf_application_type,-5.551115123125783e-18
tech_tf_server_roles,-5.551115123125783e-18
tech_tf_primary_programming_language_c__,-5.551115123125783e-18
project_prf_development_type_new_development,-5.551115123125783e-18
project_prf_application_group_business_application,-5.551115123125783e-18
tech_tf_language_type_5GL,0.0
tech_tf_dbms_used_yes,0.0
external_eef_industry_sector,0.0
tech_tf_architecture_multi_tier_with_web_public_interface,0.0
process_pmf_development_methodologies_agile_development__unified_process,0.0
process_pmf_development_methodologies_agile_development__scrum,0.0
process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,0.0
process_pmf_development_methodologies_agile_development__iterative,0.0
project_prf_team_size_group_61_70,0.0
external_eef_data_quality_rating_b,0.0
project_prf_team_size_group_41_50,0.0
project_prf_team_size_group_21_30,0.0
tech_tf_development_platform_proprietary,0.0
project_prf_team_size_group_2,0.0
project_prf_relative_size_xxs,0.0
project_prf_development_type_re_development,0.0
tech_tf_development_platform_mr,0.0
project_prf_application_group_infrastructure_software,0.0
tech_tf_development_platform_multi,0.0
project_prf_relative_size_m2,5.551115123125783e-18
project_prf_cost_currency_canada__dollar,5.551115123125783e-18
process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,1.1102230246251566e-17
project_prf_relative_size_m1,0.006886122789329885
process_pmf_docs,0.0071012868251199065
external_eef_organisation_type,0.011514958787859797
people_prf_personnel_changes,0.020075389362548213
project_prf_year_of_project,0.06955596445542556
project_prf_max_team_size,0.49865742668052776
tech_tf_architecture_stand_alone,0.825149232445766
