feature,weight
intercept,4.322670060604061e-16
project_prf_year_of_project,0.04307701579312286
external_eef_industry_sector,-0.0630137287044295
external_eef_organisation_type,0.09358929488854804
project_prf_application_type,0.063071793246014
tech_tf_primary_programming_language,0.00040738423318674314
project_prf_functional_size,0.1743970617551602
project_prf_relative_size,-0.38804223882750327
project_prf_normalised_work_effort_level_1,0.3180598770697017
project_prf_team_size_group,0.03667082911973392
project_prf_max_team_size,0.20508466178656637
process_pmf_development_methodologies,-0.12717289880202856
process_pmf_docs,0.017376421832491672
tech_tf_tools_used,-0.0080211970329129
external_eef_data_quality_rating_b,-0.022794886331168353
project_prf_application_group_business_application,-0.05673602602260159
project_prf_application_group_business_application__infrastructure_software,-0.0027525147974079467
project_prf_application_group_infrastructure_software,-0.021076744772306744
project_prf_application_group_mathematically_intensive_application,-0.004030051946999561
project_prf_application_group_mathematically_intensive_application_1,0.026371441501164633
project_prf_application_group_real_time_application,0.04185486365287818
project_prf_development_type_new_development,0.08759176261095511
project_prf_development_type_re_development,0.038301966525636895
tech_tf_development_platform_hand_held,-0.004225683842147826
tech_tf_development_platform_mf,0.07866461892764384
tech_tf_development_platform_mr,0.03288306498439239
tech_tf_development_platform_multi,0.0008575648705248133
tech_tf_development_platform_pc,-0.030877079890451242
tech_tf_development_platform_proprietary,-0.06922516222021147
tech_tf_language_type_3GL,0.14124859132506265
tech_tf_language_type_4GL,0.06279355752529095
tech_tf_language_type_5GL,0.020988868391912788
tech_tf_language_type_APG,0.04643407456573715
tech_tf_language_type_Missing,0.11229173195849218
_case_tool_used_don_t_know,0.0014020760840297158
_case_tool_used_no,0.0584541278872072
_case_tool_used_yes,0.037373001878853326
tech_tf_architecture_don_t_know,0.0435470356535354
tech_tf_architecture_no,0.00888196911971104
tech_tf_architecture_not_applicable,-0.004414511188933818
tech_tf_architecture_yes,0.06430591575012438
tech_tf_dbms_used_no,0.025358964710660174
tech_tf_dbms_used_yes,-0.02630718594834794
