feature,weight
intercept,3.084721261729448e-16
project_prf_year_of_project,0.03386799699056459
external_eef_industry_sector,-0.050334126640636495
external_eef_organisation_type,0.09053204850481611
project_prf_application_type,0.06419464935663062
tech_tf_primary_programming_language,0.0012598858310805205
project_prf_functional_size,0.16835255873722021
project_prf_relative_size,-0.3775366426509873
project_prf_normalised_work_effort_level_1,0.33018866025368343
project_prf_team_size_group,0.03847732082968591
project_prf_max_team_size,0.1920424362131902
process_pmf_development_methodologies,-0.13214344200999387
process_pmf_docs,0.020015309402894605
tech_tf_tools_used,-0.0011606820852272392
external_eef_data_quality_rating_b,-0.01903974503828677
project_prf_application_group_business_application,-0.05556878584123805
project_prf_application_group_business_application__infrastructure_software,-1.942890293094024e-16
project_prf_application_group_infrastructure_software,-0.017636911288014933
project_prf_application_group_mathematically_intensive_application,-0.002705970697512561
project_prf_application_group_mathematically_intensive_application_1,0.029112439918060458
project_prf_application_group_real_time_application,0.04657807853898359
project_prf_development_type_new_development,0.08746794562326114
project_prf_development_type_re_development,0.03878606622429398
tech_tf_development_platform_hand_held,-0.00464034824753522
tech_tf_development_platform_mf,0.07960233980522358
tech_tf_development_platform_mr,0.03442781253770359
tech_tf_development_platform_multi,0.012145841261396251
tech_tf_development_platform_pc,-0.031810200063550335
tech_tf_development_platform_proprietary,-0.06323385496252795
tech_tf_language_type_3GL,0.14361930606890344
tech_tf_language_type_4GL,0.07199309474314279
tech_tf_language_type_5GL,0.019732149837896885
tech_tf_language_type_APG,0.04480836527464196
tech_tf_language_type_Missing,0.12048172813602978
_case_tool_used_don_t_know,0.0036475763855546503
_case_tool_used_no,0.06644923759493498
_case_tool_used_yes,0.03709042870631375
tech_tf_architecture_don_t_know,0.04035641448682927
tech_tf_architecture_no,0.0011204033281895162
tech_tf_architecture_not_applicable,-0.0074985259839123845
tech_tf_architecture_yes,0.04430195500277611
tech_tf_dbms_used_no,0.025883058154415186
tech_tf_dbms_used_yes,-0.031444816734852575
