feature,shap_importance
project_prf_relative_size,0.2947795491256968
project_prf_normalised_work_effort_level_1,0.18217099010265286
tech_tf_language_type_3GL,0.14202093894002146
process_pmf_development_methodologies,0.1341000336967449
project_prf_functional_size,0.08699494048416119
external_eef_organisation_type,0.08298982756548322
project_prf_development_type_new_development,0.08289839420596609
tech_tf_language_type_Missing,0.0808544237316352
project_prf_max_team_size,0.0793516982035867
tech_tf_language_type_4GL,0.06203061521290473
tech_tf_development_platform_mf,0.06166196727757564
_case_tool_used_no,0.05919460775056803
project_prf_application_type,0.05610915736054949
project_prf_application_group_business_application,0.05106369275130099
external_eef_industry_sector,0.04546997988967861
tech_tf_architecture_yes,0.04164673213554773
project_prf_team_size_group,0.03213719798363012
tech_tf_dbms_used_yes,0.031889096870108095
project_prf_year_of_project,0.02850371459785604
tech_tf_development_platform_pc,0.024695404410790028
_case_tool_used_yes,0.024571572179585877
tech_tf_development_platform_mr,0.024421402670881633
project_prf_application_group_real_time_application,0.019899749004060562
tech_tf_architecture_don_t_know,0.019655028258020003
tech_tf_language_type_APG,0.015415801053335105
process_pmf_docs,0.014327257682907494
external_eef_data_quality_rating_b,0.013076742251096153
tech_tf_development_platform_multi,0.0119795422581618
project_prf_application_group_mathematically_intensive_application_1,0.011617864247645689
project_prf_development_type_re_development,0.010819554026006675
tech_tf_dbms_used_no,0.007450810316522098
project_prf_application_group_infrastructure_software,0.003643720088591493
tech_tf_development_platform_proprietary,0.002154171262656246
project_prf_application_group_mathematically_intensive_application,0.0013781197623807522
_case_tool_used_don_t_know,0.0011328949073450962
tech_tf_primary_programming_language,0.001121657666660598
tech_tf_tools_used,0.0006799518390591072
tech_tf_architecture_no,0.0006711360626048603
tech_tf_language_type_5GL,0.0006436428379486979
project_prf_application_group_business_application__infrastructure_software,1.9483942316013725e-16
tech_tf_architecture_not_applicable,2.861731193093278e-19
tech_tf_development_platform_hand_held,0.0
