feature,shap_importance
project_prf_relative_size,0.3090150351696386
tech_tf_language_type_3GL,0.15256710343999996
project_prf_normalised_work_effort_level_1,0.12913010560660013
process_pmf_development_methodologies,0.1204137550160667
project_prf_functional_size,0.10317630885180767
tech_tf_language_type_Missing,0.09949382697609058
project_prf_max_team_size,0.0994263026704276
external_eef_organisation_type,0.08888270074485514
project_prf_development_type_new_development,0.07902777145907314
tech_tf_language_type_4GL,0.06381959060241348
tech_tf_development_platform_mf,0.062288404961129744
project_prf_application_type,0.05738308806573072
external_eef_industry_sector,0.0558902849487481
tech_tf_architecture_yes,0.05538629437941058
project_prf_application_group_business_application,0.051326350757986104
_case_tool_used_no,0.03949041409706517
tech_tf_development_platform_proprietary,0.033142497400334175
tech_tf_dbms_used_yes,0.03202188927866839
project_prf_year_of_project,0.02744208163847326
project_prf_team_size_group,0.026789009288090603
_case_tool_used_yes,0.025919162621611678
tech_tf_architecture_don_t_know,0.022668958055908357
tech_tf_development_platform_pc,0.020788686797458628
tech_tf_development_platform_mr,0.016838738511851057
external_eef_data_quality_rating_b,0.01403421601589345
process_pmf_docs,0.011885416918774917
project_prf_application_group_mathematically_intensive_application_1,0.010583824140785854
tech_tf_language_type_5GL,0.01019423320432487
project_prf_application_group_real_time_application,0.01006431511247446
tech_tf_development_platform_multi,0.008103575995482086
project_prf_development_type_re_development,0.007530558016771877
tech_tf_language_type_APG,0.006604065728373931
tech_tf_tools_used,0.0060857142011432105
project_prf_application_group_infrastructure_software,0.00522601916897864
tech_tf_architecture_no,0.0029049531990519182
tech_tf_dbms_used_no,0.0028534154858026674
_case_tool_used_don_t_know,0.0020196957824117445
tech_tf_architecture_not_applicable,0.0006839254900133809
tech_tf_primary_programming_language,0.0006012815758035607
project_prf_application_group_mathematically_intensive_application,0.00016488218052354762
project_prf_application_group_business_application__infrastructure_software,6.691444241780987e-20
tech_tf_development_platform_hand_held,1.5041766129354147e-20
