feature,shap_importance
project_prf_relative_size,0.2715622337441261
project_prf_normalised_work_effort_level_1,0.14071101322788399
tech_tf_language_type_3GL,0.12893858440986214
process_pmf_development_methodologies,0.12491936993879726
project_prf_max_team_size,0.09381021377271383
project_prf_functional_size,0.09114079272004001
tech_tf_language_type_Missing,0.08392868427482769
external_eef_organisation_type,0.08304999827900394
project_prf_development_type_new_development,0.0829430935134422
tech_tf_development_platform_mf,0.06780458780702006
project_prf_application_type,0.05893532912958373
external_eef_industry_sector,0.05391167800912457
project_prf_application_group_business_application,0.052113067843412776
tech_tf_architecture_yes,0.046322066563653404
project_prf_year_of_project,0.04117606943025491
tech_tf_language_type_4GL,0.03990455408879602
project_prf_team_size_group,0.035420848740923536
_case_tool_used_no,0.032277797708035995
_case_tool_used_yes,0.027749202722970056
tech_tf_development_platform_pc,0.026694841398874444
external_eef_data_quality_rating_b,0.020812846169206752
tech_tf_dbms_used_yes,0.02061475994907626
tech_tf_architecture_don_t_know,0.01806981788804346
tech_tf_development_platform_mr,0.01685653655086441
project_prf_application_group_real_time_application,0.013369852975020042
process_pmf_docs,0.01307399524308345
tech_tf_language_type_APG,0.012127041745232546
tech_tf_tools_used,0.00873294479080463
project_prf_development_type_re_development,0.007407900584669284
project_prf_application_group_mathematically_intensive_application_1,0.006400638101561672
project_prf_application_group_infrastructure_software,0.004162577795145256
tech_tf_development_platform_multi,0.002840581217056254
tech_tf_dbms_used_no,0.002471405806054393
project_prf_application_group_mathematically_intensive_application,0.0011316485487759109
tech_tf_primary_programming_language,0.0008731861887057526
tech_tf_architecture_no,0.0008448739618218002
_case_tool_used_don_t_know,0.000723901331854072
tech_tf_development_platform_proprietary,1.466457279215199e-18
tech_tf_language_type_5GL,8.439668504285033e-19
tech_tf_architecture_not_applicable,1.1732113116440627e-19
project_prf_application_group_business_application__infrastructure_software,4.8117175444025144e-20
tech_tf_development_platform_hand_held,3.295866320884654e-20
