feature,shap_importance
project_prf_relative_size,0.29608491304866463
tech_tf_language_type_3GL,0.14793395235185594
project_prf_normalised_work_effort_level_1,0.1449171015486588
process_pmf_development_methodologies,0.1365655679611888
tech_tf_language_type_Missing,0.1057428004029176
external_eef_organisation_type,0.08520835553201267
project_prf_development_type_new_development,0.08123626521663106
tech_tf_development_platform_mf,0.07572832953183514
tech_tf_language_type_4GL,0.0657903014625523
project_prf_functional_size,0.06578497717750746
project_prf_application_type,0.06306112398580013
external_eef_industry_sector,0.05701995267044706
project_prf_application_group_business_application,0.053520010888667445
project_prf_max_team_size,0.0518959855447943
tech_tf_architecture_yes,0.050229406402344606
_case_tool_used_no,0.0498306005094821
tech_tf_dbms_used_yes,0.03467355451340362
project_prf_year_of_project,0.03281718162654622
project_prf_team_size_group,0.03163378179363435
_case_tool_used_yes,0.026983599232361682
tech_tf_development_platform_mr,0.022183700438921317
tech_tf_architecture_don_t_know,0.020074950673946695
external_eef_data_quality_rating_b,0.018672705774043372
project_prf_application_group_real_time_application,0.017786312425956043
tech_tf_development_platform_multi,0.014275135148255612
tech_tf_development_platform_pc,0.012579358432363297
process_pmf_docs,0.011963309053907611
project_prf_application_group_mathematically_intensive_application_1,0.01119352720068131
tech_tf_language_type_APG,0.007452878921792553
tech_tf_primary_programming_language,0.006763961019459899
tech_tf_tools_used,0.0064236032188220845
tech_tf_dbms_used_no,0.005405098203091148
project_prf_development_type_re_development,0.003971967211230409
project_prf_application_group_infrastructure_software,0.002826982958479509
tech_tf_development_platform_proprietary,0.002208494919724847
_case_tool_used_don_t_know,0.0008068742501967236
tech_tf_language_type_5GL,0.0007667589850301656
tech_tf_architecture_no,0.00046522311062337837
tech_tf_architecture_not_applicable,2.615570511797088e-19
project_prf_application_group_mathematically_intensive_application,1.83460590894262e-19
project_prf_application_group_business_application__infrastructure_software,7.025079051777678e-20
tech_tf_development_platform_hand_held,1.5514551667057613e-20
