feature,weight
intercept,-3.6250337631994663e-16
project_prf_year_of_project,0.030364339825050504
external_eef_industry_sector,-0.06379654781808419
external_eef_organisation_type,0.09847400783825769
project_prf_application_type,0.06713124262269052
tech_tf_primary_programming_language,-0.0011682994799028814
project_prf_functional_size,0.1711980891483037
project_prf_relative_size,-0.38927606770079604
project_prf_normalised_work_effort_level_1,0.3169396196037864
project_prf_team_size_group,0.04260927836101059
project_prf_max_team_size,0.21062294061380482
process_pmf_development_methodologies,-0.12410741077538898
process_pmf_docs,0.020339477139557152
tech_tf_tools_used,-0.0070775094237967556
external_eef_data_quality_rating_b,-0.027890807438199636
project_prf_application_group_business_application,-0.05926431006325278
project_prf_application_group_business_application__infrastructure_software,-0.002597909915045837
project_prf_application_group_infrastructure_software,-0.020760787976409668
project_prf_application_group_mathematically_intensive_application,-0.003971387054721779
project_prf_application_group_mathematically_intensive_application_1,0.024133289162230398
project_prf_application_group_real_time_application,0.04551050876597435
project_prf_development_type_new_development,0.08602751899162209
project_prf_development_type_re_development,0.03969087453792055
tech_tf_development_platform_hand_held,-3.5561831257524545e-17
tech_tf_development_platform_mf,0.07989507871173071
tech_tf_development_platform_mr,0.03068105814258129
tech_tf_development_platform_multi,0.004523084328945394
tech_tf_development_platform_pc,-0.036563789515183256
tech_tf_development_platform_proprietary,-0.06951235525469518
tech_tf_language_type_3GL,0.12554335549865334
tech_tf_language_type_4GL,0.050383453243838326
tech_tf_language_type_5GL,0.018944022275530145
tech_tf_language_type_APG,0.03534522680759292
tech_tf_language_type_Missing,0.1041084488071178
_case_tool_used_don_t_know,0.0027439814680877903
_case_tool_used_no,0.060461872490925064
_case_tool_used_yes,0.03975564853962586
tech_tf_architecture_don_t_know,0.04295326949030659
tech_tf_architecture_no,0.0022743878870472925
tech_tf_architecture_not_applicable,-0.004798747870808266
tech_tf_architecture_yes,0.05843795902459477
tech_tf_dbms_used_no,0.02365731826155079
tech_tf_dbms_used_yes,-0.03447446495639705
