feature,weight
intercept,-1.0242743192474748e-16
project_prf_year_of_project,0.03865878702523601
external_eef_industry_sector,-0.05359650639169161
external_eef_organisation_type,0.09074824357879423
project_prf_application_type,0.06194919377750575
tech_tf_primary_programming_language,0.004313144516033465
project_prf_functional_size,0.1728719150823603
project_prf_relative_size,-0.3804261548391673
project_prf_normalised_work_effort_level_1,0.32354790412897
project_prf_team_size_group,0.038118762267047954
project_prf_max_team_size,0.20578458132842212
process_pmf_development_methodologies,-0.13190954507246083
process_pmf_docs,0.018087272171572327
tech_tf_tools_used,-0.008193853699051849
external_eef_data_quality_rating_b,-0.023344868936929646
project_prf_application_group_business_application,-0.04551794413707331
project_prf_application_group_business_application__infrastructure_software,-0.002615621011622497
project_prf_application_group_infrastructure_software,-0.020407864635694294
project_prf_application_group_mathematically_intensive_application,-0.0031357981011194184
project_prf_application_group_mathematically_intensive_application_1,0.03277223394898539
project_prf_application_group_real_time_application,0.04891263821605216
project_prf_development_type_new_development,0.08973176312296553
project_prf_development_type_re_development,0.03908507230355249
tech_tf_development_platform_hand_held,-0.004479226569031506
tech_tf_development_platform_mf,0.07676437387696189
tech_tf_development_platform_mr,0.031156740026623834
tech_tf_development_platform_multi,0.0006006640536641228
tech_tf_development_platform_pc,-0.038536478006689114
tech_tf_development_platform_proprietary,-0.058312443099787614
tech_tf_language_type_3GL,0.12882598995135372
tech_tf_language_type_4GL,0.06014018726108539
tech_tf_language_type_5GL,0.01629807507806577
tech_tf_language_type_APG,0.0382474878710342
tech_tf_language_type_Missing,0.10055477731128051
_case_tool_used_don_t_know,0.006049758493149912
_case_tool_used_no,0.05953353654224669
_case_tool_used_yes,0.03226141766006878
tech_tf_architecture_don_t_know,0.042280099687122125
tech_tf_architecture_no,-3.4447695754488694e-05
tech_tf_architecture_not_applicable,-0.005612645077642029
tech_tf_architecture_yes,0.057927294249082495
tech_tf_dbms_used_no,0.022078357245575088
tech_tf_dbms_used_yes,-0.030646802547889325
