feature,shap_importance
project_prf_relative_size,0.30043644903676103
project_prf_normalised_work_effort_level_1,0.14044165694917005
process_pmf_development_methodologies,0.12213820785732453
project_prf_functional_size,0.09544439974169812
tech_tf_language_type_3GL,0.09463442168061698
external_eef_organisation_type,0.08508554739610766
project_prf_development_type_new_development,0.08081777761665324
project_prf_max_team_size,0.06138798375638681
tech_tf_development_platform_mf,0.05810271356799549
tech_tf_language_type_Missing,0.05724263412490567
external_eef_industry_sector,0.05614108115927871
project_prf_application_type,0.053988844143530806
project_prf_application_group_business_application,0.053479200148957
tech_tf_architecture_yes,0.05108971497474983
_case_tool_used_no,0.04198393593315735
project_prf_team_size_group,0.0323163644797296
tech_tf_development_platform_pc,0.028620826084731956
tech_tf_dbms_used_yes,0.02488095313101171
project_prf_year_of_project,0.024435736472847244
_case_tool_used_yes,0.02355363514909301
tech_tf_architecture_don_t_know,0.02079653054529819
external_eef_data_quality_rating_b,0.018646757035357047
tech_tf_development_platform_mr,0.016085990300136334
project_prf_application_group_real_time_application,0.016073004102426864
tech_tf_language_type_4GL,0.015969321584206053
process_pmf_docs,0.015180513945699952
tech_tf_language_type_APG,0.009575955489667085
project_prf_application_group_mathematically_intensive_application_1,0.007274363054558615
tech_tf_tools_used,0.006888541978087124
project_prf_development_type_re_development,0.005724940672952417
tech_tf_architecture_no,0.005417350012693694
tech_tf_development_platform_multi,0.004686074540062002
tech_tf_development_platform_proprietary,0.004604675977946202
tech_tf_dbms_used_no,0.004418037859620114
project_prf_application_group_infrastructure_software,0.002733854876215318
tech_tf_primary_programming_language,0.0015452765939360307
_case_tool_used_don_t_know,0.0015286379213307701
tech_tf_language_type_5GL,0.000955048085635796
project_prf_application_group_mathematically_intensive_application,2.0580684858031415e-19
tech_tf_architecture_not_applicable,1.5711297692319805e-19
project_prf_application_group_business_application__infrastructure_software,6.857161783804808e-20
tech_tf_development_platform_hand_held,1.740498232862237e-20
