feature,shap_importance
project_prf_relative_size,0.29215556409546745
project_prf_normalised_work_effort_level_1,0.1681994143313244
project_prf_max_team_size,0.13082524172180124
process_pmf_development_methodologies,0.12406040295620652
tech_tf_language_type_3GL,0.09291738630862864
external_eef_organisation_type,0.09052874302993637
project_prf_development_type_new_development,0.08226150809354842
project_prf_functional_size,0.08016024362245043
tech_tf_development_platform_mf,0.06772010323766413
tech_tf_language_type_Missing,0.066609638354427
external_eef_industry_sector,0.05530971708855312
project_prf_application_type,0.05502999384438512
project_prf_application_group_business_application,0.054311057622087384
_case_tool_used_no,0.04396258102242062
tech_tf_architecture_yes,0.04198310412431386
project_prf_team_size_group,0.04140562000331535
project_prf_year_of_project,0.03675006549849663
tech_tf_dbms_used_yes,0.031252122934254056
project_prf_application_group_real_time_application,0.029199322668332393
tech_tf_development_platform_pc,0.0267765458407803
_case_tool_used_yes,0.02543753445174915
tech_tf_language_type_4GL,0.024609048558321134
external_eef_data_quality_rating_b,0.02200811623341569
tech_tf_architecture_don_t_know,0.01881982031386463
tech_tf_development_platform_mr,0.014474536051946506
process_pmf_docs,0.01192188832566477
project_prf_application_group_mathematically_intensive_application_1,0.00952979047973222
tech_tf_language_type_APG,0.008337697768966954
project_prf_development_type_re_development,0.006247844826777071
tech_tf_tools_used,0.0057274241841619375
tech_tf_development_platform_multi,0.0022693568167161983
tech_tf_dbms_used_no,0.0017954336839535823
tech_tf_primary_programming_language,0.0016379585307846841
_case_tool_used_don_t_know,0.0015259011539769417
project_prf_application_group_infrastructure_software,0.0014342933695023945
tech_tf_architecture_no,0.0013616441743132563
project_prf_application_group_mathematically_intensive_application,0.00012073588751301892
tech_tf_development_platform_proprietary,8.430239613428712e-18
tech_tf_language_type_5GL,8.612159144512852e-19
tech_tf_architecture_not_applicable,2.0404896194267572e-19
project_prf_application_group_business_application__infrastructure_software,6.367358080121622e-20
tech_tf_development_platform_hand_held,1.9261875564422508e-20
