feature,weight
intercept,-3.860315773106285e-16
project_prf_year_of_project,0.04040947537705774
external_eef_industry_sector,-0.06310571332355044
external_eef_organisation_type,0.09419545117885159
project_prf_application_type,0.06898036742470504
tech_tf_primary_programming_language,0.007515521262550844
project_prf_functional_size,0.15875226556448868
project_prf_relative_size,-0.3837599293065737
project_prf_normalised_work_effort_level_1,0.336735205879084
project_prf_team_size_group,0.036704483104477256
project_prf_max_team_size,0.19061730218938386
process_pmf_development_methodologies,-0.14104725250681605
process_pmf_docs,0.016518493874945046
tech_tf_tools_used,-0.00979455247436122
external_eef_data_quality_rating_b,-0.02438321072788922
project_prf_application_group_business_application,-0.05711995700637835
project_prf_application_group_business_application__infrastructure_software,-0.00289263025369913
project_prf_application_group_infrastructure_software,-0.026959105394902223
project_prf_application_group_mathematically_intensive_application,-0.003525261008164562
project_prf_application_group_mathematically_intensive_application_1,0.027576832411185435
project_prf_application_group_real_time_application,0.04448023130904442
project_prf_development_type_new_development,0.08572544096224521
project_prf_development_type_re_development,0.0407408460258813
tech_tf_development_platform_hand_held,-0.004471765062821183
tech_tf_development_platform_mf,0.08575348169328696
tech_tf_development_platform_mr,0.03313983352148078
tech_tf_development_platform_multi,0.014919127590388792
tech_tf_development_platform_pc,-0.024127610575158248
tech_tf_development_platform_proprietary,-0.06482847945300338
tech_tf_language_type_3GL,0.1485832131284956
tech_tf_language_type_4GL,0.07359445939338588
tech_tf_language_type_5GL,0.02350651990533746
tech_tf_language_type_APG,0.04676737785799522
tech_tf_language_type_Missing,0.13784961048847394
_case_tool_used_don_t_know,-0.002656926917642327
_case_tool_used_no,0.06470580667950904
_case_tool_used_yes,0.04047567826428196
tech_tf_architecture_don_t_know,0.04427070184041089
tech_tf_architecture_no,0.0007961617268580357
tech_tf_architecture_not_applicable,-0.006853517022423634
tech_tf_architecture_yes,0.057976636498786795
tech_tf_dbms_used_no,0.0187720806244421
tech_tf_dbms_used_yes,-0.034426081091223755
