feature,shap_importance
tech_tf_language_type_5GL,56323992971.00182
tech_tf_development_platform_proprietary,37549328647.331154
project_prf_relative_size,0.2866727944090881
project_prf_normalised_work_effort_level_1,0.1616300742480311
process_pmf_development_methodologies,0.12765526577680356
tech_tf_language_type_3GL,0.12571733874046576
project_prf_max_team_size,0.10326317297702509
external_eef_organisation_type,0.0890397218307927
tech_tf_language_type_Missing,0.08712927126080458
project_prf_development_type_new_development,0.08469400420887006
project_prf_functional_size,0.0768667542640746
tech_tf_development_platform_mf,0.07205958576448453
project_prf_application_type,0.06074542759658598
external_eef_industry_sector,0.05389049070227808
tech_tf_architecture_yes,0.05205818490827704
project_prf_application_group_business_application,0.048310573104198416
tech_tf_language_type_4GL,0.04395933026019301
_case_tool_used_no,0.04330388508599753
project_prf_team_size_group,0.03468417632785544
project_prf_year_of_project,0.031572273768185194
tech_tf_dbms_used_yes,0.02928208564480599
_case_tool_used_yes,0.02564020415336255
external_eef_data_quality_rating_b,0.02267397806055539
tech_tf_architecture_don_t_know,0.021317753424367033
tech_tf_development_platform_pc,0.020846558708632747
project_prf_application_group_real_time_application,0.015706031056337597
process_pmf_docs,0.015185423497320575
tech_tf_development_platform_mr,0.013490912757025235
tech_tf_primary_programming_language,0.010775828484881768
tech_tf_language_type_APG,0.009899908823891196
tech_tf_dbms_used_no,0.009433928353119306
project_prf_application_group_mathematically_intensive_application_1,0.00838646010394441
project_prf_application_group_infrastructure_software,0.0075019696767879155
tech_tf_tools_used,0.0072993515789364525
tech_tf_development_platform_multi,0.004497675220735784
project_prf_development_type_re_development,0.0025063660108981412
_case_tool_used_don_t_know,0.0015375604781037845
tech_tf_architecture_no,0.0002635780117726901
tech_tf_architecture_not_applicable,0.00012837252755324393
project_prf_application_group_mathematically_intensive_application,1.927323437436152e-19
project_prf_application_group_business_application__infrastructure_software,5.902765323852337e-20
tech_tf_development_platform_hand_held,1.6336594110996156e-20
