feature,importance,model,importance_type,rank
Feature_3,0.8729325704944925,GradientBoostingRegressor,feature_importances_,1
Feature_55,0.016517635192841093,GradientBoostingRegressor,feature_importances_,2
Feature_27,0.013660119426456417,GradientBoostingRegressor,feature_importances_,3
Feature_26,0.013259670701784076,GradientBoostingRegressor,feature_importances_,4
Feature_31,0.012433062571717187,GradientBoostingRegressor,feature_importances_,5
Feature_53,0.010036132810481692,GradientBoostingRegressor,feature_importances_,6
Feature_39,0.005732758266037196,GradientBoostingRegressor,feature_importances_,7
Feature_35,0.005097341611179073,GradientBoostingRegressor,feature_importances_,8
Feature_47,0.004675619023936938,GradientBoostingRegressor,feature_importances_,9
Feature_1,0.003580841307478308,GradientBoostingRegressor,feature_importances_,10
Feature_56,0.003312652939816989,GradientBoostingRegressor,feature_importances_,11
Feature_36,0.0033092685814504947,GradientBoostingRegressor,feature_importances_,12
Feature_52,0.0030780869482820838,GradientBoostingRegressor,feature_importances_,13
Feature_0,0.0029853097668977313,GradientBoostingRegressor,feature_importances_,14
Feature_41,0.0028573807421577923,GradientBoostingRegressor,feature_importances_,15
Feature_67,0.0025671954022486254,GradientBoostingRegressor,feature_importances_,16
Feature_2,0.002109528593850815,GradientBoostingRegressor,feature_importances_,17
Feature_44,0.0019023131813241758,GradientBoostingRegressor,feature_importances_,18
Feature_59,0.0016006784459874448,GradientBoostingRegressor,feature_importances_,19
Feature_73,0.0014929261903104416,GradientBoostingRegressor,feature_importances_,20
Feature_4,0.0014519260012876066,GradientBoostingRegressor,feature_importances_,21
Feature_5,0.0013494420187349252,GradientBoostingRegressor,feature_importances_,22
Feature_33,0.001311099587300922,GradientBoostingRegressor,feature_importances_,23
Feature_25,0.0012813870167056915,GradientBoostingRegressor,feature_importances_,24
Feature_71,0.0011380445506968522,GradientBoostingRegressor,feature_importances_,25
Feature_6,0.001107102977940954,GradientBoostingRegressor,feature_importances_,26
Feature_54,0.0010805950575427294,GradientBoostingRegressor,feature_importances_,27
Feature_20,0.0010251466314383285,GradientBoostingRegressor,feature_importances_,28
Feature_11,0.000691778270263332,GradientBoostingRegressor,feature_importances_,29
Feature_40,0.0005893481321153357,GradientBoostingRegressor,feature_importances_,30
Feature_42,0.0005147819475975782,GradientBoostingRegressor,feature_importances_,31
Feature_43,0.0004918769409054357,GradientBoostingRegressor,feature_importances_,32
Feature_21,0.0004490757607908758,GradientBoostingRegressor,feature_importances_,33
Feature_69,0.00044009691004295306,GradientBoostingRegressor,feature_importances_,34
Feature_32,0.0004099691934825513,GradientBoostingRegressor,feature_importances_,35
Feature_63,0.00036320635656387573,GradientBoostingRegressor,feature_importances_,36
Feature_7,0.0003561239013355743,GradientBoostingRegressor,feature_importances_,37
Feature_70,0.0003549629997493437,GradientBoostingRegressor,feature_importances_,38
Feature_45,0.00034039772024792845,GradientBoostingRegressor,feature_importances_,39
Feature_50,0.00032974931309453706,GradientBoostingRegressor,feature_importances_,40
Feature_76,0.00031459106345757835,GradientBoostingRegressor,feature_importances_,41
Feature_8,0.0003092458862609697,GradientBoostingRegressor,feature_importances_,42
Feature_46,0.00021831161929606902,GradientBoostingRegressor,feature_importances_,43
Feature_24,0.00017472910279610723,GradientBoostingRegressor,feature_importances_,44
Feature_38,0.00015690164521525325,GradientBoostingRegressor,feature_importances_,45
Feature_28,0.00015334869884061573,GradientBoostingRegressor,feature_importances_,46
Feature_61,0.00013794240002715645,GradientBoostingRegressor,feature_importances_,47
Feature_13,0.0001273852476078965,GradientBoostingRegressor,feature_importances_,48
Feature_19,0.00011525943169917513,GradientBoostingRegressor,feature_importances_,49
Feature_17,4.266870249898479e-05,GradientBoostingRegressor,feature_importances_,50
Feature_12,3.241271573193481e-05,GradientBoostingRegressor,feature_importances_,51
Feature_74,0.0,GradientBoostingRegressor,feature_importances_,52
Feature_75,0.0,GradientBoostingRegressor,feature_importances_,53
Feature_72,0.0,GradientBoostingRegressor,feature_importances_,54
Feature_9,0.0,GradientBoostingRegressor,feature_importances_,55
Feature_62,0.0,GradientBoostingRegressor,feature_importances_,56
Feature_68,0.0,GradientBoostingRegressor,feature_importances_,57
Feature_66,0.0,GradientBoostingRegressor,feature_importances_,58
Feature_65,0.0,GradientBoostingRegressor,feature_importances_,59
Feature_64,0.0,GradientBoostingRegressor,feature_importances_,60
Feature_14,0.0,GradientBoostingRegressor,feature_importances_,61
Feature_10,0.0,GradientBoostingRegressor,feature_importances_,62
Feature_37,0.0,GradientBoostingRegressor,feature_importances_,63
Feature_60,0.0,GradientBoostingRegressor,feature_importances_,64
Feature_34,0.0,GradientBoostingRegressor,feature_importances_,65
Feature_58,0.0,GradientBoostingRegressor,feature_importances_,66
Feature_57,0.0,GradientBoostingRegressor,feature_importances_,67
Feature_16,0.0,GradientBoostingRegressor,feature_importances_,68
Feature_18,0.0,GradientBoostingRegressor,feature_importances_,69
Feature_22,0.0,GradientBoostingRegressor,feature_importances_,70
Feature_51,0.0,GradientBoostingRegressor,feature_importances_,71
Feature_23,0.0,GradientBoostingRegressor,feature_importances_,72
Feature_49,0.0,GradientBoostingRegressor,feature_importances_,73
Feature_48,0.0,GradientBoostingRegressor,feature_importances_,74
Feature_29,0.0,GradientBoostingRegressor,feature_importances_,75
Feature_30,0.0,GradientBoostingRegressor,feature_importances_,76
Feature_15,0.0,GradientBoostingRegressor,feature_importances_,77
