feature,importance,model,importance_type,rank
project_prf_functional_size,822.8761903953372,Lasso,coef_ (absolute values),1
project_prf_year_of_project,174.28868378492334,Lasso,coef_ (absolute values),2
project_prf_relative_size_m1,135.6774494092879,Lasso,coef_ (absolute values),3
project_prf_relative_size_s,133.01650449248834,Lasso,coef_ (absolute values),4
tech_tf_architecture_multi_tier,131.0645311659397,Lasso,coef_ (absolute values),5
tech_tf_architecture_missing,119.1988254512406,Lasso,coef_ (absolute values),6
tech_tf_primary_programming_language,114.70026829168242,Lasso,coef_ (absolute values),7
tech_tf_language_type_4gl,107.1062870048887,Lasso,coef_ (absolute values),8
tech_tf_architecture_multi_tier_with_web_public_interface,105.90430201291724,Lasso,coef_ (absolute values),9
project_prf_application_type,97.49960187667516,Lasso,coef_ (absolute values),10
tech_tf_language_type_3gl,89.97886093344923,Lasso,coef_ (absolute values),11
project_prf_application_group_business_application,85.13270199957205,Lasso,coef_ (absolute values),12
process_pmf_development_methodologies_agile_development,67.76339485698105,Lasso,coef_ (absolute values),13
project_prf_relative_size_missing,66.78629919314267,Lasso,coef_ (absolute values),14
tech_tf_development_platform_pc,56.59855513383142,Lasso,coef_ (absolute values),15
functional_size_group_s_100,56.00599796755593,Lasso,coef_ (absolute values),16
external_eef_organisation_type_media,53.90207566517534,Lasso,coef_ (absolute values),17
process_pmf_docs,53.7354053516357,Lasso,coef_ (absolute values),18
external_eef_data_quality_rating_a,53.37912163410069,Lasso,coef_ (absolute values),19
project_prf_relative_size_xxs,51.462921110465196,Lasso,coef_ (absolute values),20
tech_tf_architecture_client_server,42.12856458668496,Lasso,coef_ (absolute values),21
tech_tf_development_platform_missing,40.761031630556765,Lasso,coef_ (absolute values),22
tech_tf_tools_used,40.439873906091094,Lasso,coef_ (absolute values),23
project_prf_development_type_new_development,39.5818952097345,Lasso,coef_ (absolute values),24
process_pmf_development_methodologies_missing,37.13817141916949,Lasso,coef_ (absolute values),25
project_prf_application_group_missing,36.86980214865578,Lasso,coef_ (absolute values),26
tech_tf_development_platform_multi,35.689966761864014,Lasso,coef_ (absolute values),27
external_eef_organisation_type_telecommunication,34.26043026551992,Lasso,coef_ (absolute values),28
external_eef_organisation_type_communications,33.49025531436495,Lasso,coef_ (absolute values),29
project_prf_application_group_real_time_application,31.683687844504753,Lasso,coef_ (absolute values),30
project_prf_development_type_enhancement,27.038751096778586,Lasso,coef_ (absolute values),31
tech_tf_dbms_used_missing,26.479636907763464,Lasso,coef_ (absolute values),32
tech_tf_language_type_missing,25.568771982113415,Lasso,coef_ (absolute values),33
project_prf_case_tool_used_no,25.129718455084333,Lasso,coef_ (absolute values),34
tech_tf_development_platform_mr,23.479490184079964,Lasso,coef_ (absolute values),35
tech_tf_development_platform_mf,21.00078155309337,Lasso,coef_ (absolute values),36
project_prf_relative_size_l,19.6945513372136,Lasso,coef_ (absolute values),37
project_prf_case_tool_used_yes,18.0537987603003,Lasso,coef_ (absolute values),38
tech_tf_dbms_used_no,15.207806984310547,Lasso,coef_ (absolute values),39
project_prf_max_team_size,15.083164971916409,Lasso,coef_ (absolute values),40
external_eef_organisation_type_telecommunications,12.810650601609609,Lasso,coef_ (absolute values),41
tech_tf_architecture_stand_alone,12.76681190854632,Lasso,coef_ (absolute values),42
tech_tf_client_server_no,12.458088090556593,Lasso,coef_ (absolute values),43
project_prf_relative_size_xs,11.878952446496486,Lasso,coef_ (absolute values),44
external_eef_organisation_type_virtual_assistants_lingubots,11.159368843381833,Lasso,coef_ (absolute values),45
process_pmf_development_methodologies_rapid_application_development_rad,10.342951324522874,Lasso,coef_ (absolute values),46
project_prf_team_size_group_21_30,9.992213476475797,Lasso,coef_ (absolute values),47
process_pmf_development_methodologies_timeboxing,9.308309383196361,Lasso,coef_ (absolute values),48
project_prf_relative_size_m2,8.854274650409959,Lasso,coef_ (absolute values),49
tech_tf_development_platform_hand_held,7.450598253972217,Lasso,coef_ (absolute values),50
functional_size_group_m_100_999,6.737838357894901,Lasso,coef_ (absolute values),51
project_prf_team_size_group_3_4,5.533174873179758,Lasso,coef_ (absolute values),52
external_eef_organisation_type_general_public_mobile_phone_end_user,4.628259343602664,Lasso,coef_ (absolute values),53
process_pmf_development_methodologies_it_unified_process_itup,4.322093364707838,Lasso,coef_ (absolute values),54
tech_tf_client_server_yes,3.3902056927634634,Lasso,coef_ (absolute values),55
tech_tf_client_server_missing,3.2760443179881147,Lasso,coef_ (absolute values),56
process_pmf_prototyping_used_yes,2.8659310189333227,Lasso,coef_ (absolute values),57
project_prf_development_type_re_development,2.4378218268457523,Lasso,coef_ (absolute values),58
project_prf_team_size_group_2,2.3518061710639047,Lasso,coef_ (absolute values),59
project_prf_team_size_group_missing,0.0,Lasso,coef_ (absolute values),60
project_prf_case_tool_used_missing,0.0,Lasso,coef_ (absolute values),61
project_prf_team_size_group_5_8,0.0,Lasso,coef_ (absolute values),62
project_prf_team_size_group_9_14,0.0,Lasso,coef_ (absolute values),63
tech_tf_language_type_2gl,0.0,Lasso,coef_ (absolute values),64
tech_tf_architecture_multi_tier_client_server,0.0,Lasso,coef_ (absolute values),65
process_pmf_prototyping_used_missing,0.0,Lasso,coef_ (absolute values),66
functional_size_group_l_1000_2999,0.0,Lasso,coef_ (absolute values),67
project_prf_application_group_mathematically_intensive_application,0.0,Lasso,coef_ (absolute values),68
project_prf_application_group_infrastructure_software,0.0,Lasso,coef_ (absolute values),69
external_eef_industry_sector_communication,0.0,Lasso,coef_ (absolute values),70
process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0,Lasso,coef_ (absolute values),71
process_pmf_development_methodologies_multifunctional_teams,0.0,Lasso,coef_ (absolute values),72
external_eef_organisation_type_telecom_and_networking,0.0,Lasso,coef_ (absolute values),73
external_eef_organisation_type_telecom,0.0,Lasso,coef_ (absolute values),74
tech_tf_dbms_used_yes,0.0,Lasso,coef_ (absolute values),75
