feature,importance,model,importance_type,rank
Feature_17,0.6510145033415953,GradientBoostingRegressor,feature_importances_,1
Feature_18,0.2259092303484291,GradientBoostingRegressor,feature_importances_,2
Feature_19,0.04202221051216433,GradientBoostingRegressor,feature_importances_,3
Feature_39,0.01963219728539325,GradientBoostingRegressor,feature_importances_,4
Feature_15,0.00921351079503363,GradientBoostingRegressor,feature_importances_,5
Feature_69,0.0065607752938191145,GradientBoostingRegressor,feature_importances_,6
Feature_43,0.004254555556736773,GradientBoostingRegressor,feature_importances_,7
Feature_77,0.0038934766094213848,GradientBoostingRegressor,feature_importances_,8
Feature_20,0.0028109702463834565,GradientBoostingRegressor,feature_importances_,9
Feature_0,0.002772914285622474,GradientBoostingRegressor,feature_importances_,10
Feature_65,0.0025225247957889395,GradientBoostingRegressor,feature_importances_,11
Feature_53,0.0024396912777034053,GradientBoostingRegressor,feature_importances_,12
Feature_42,0.002432353783676195,GradientBoostingRegressor,feature_importances_,13
Feature_16,0.0019319372854528756,GradientBoostingRegressor,feature_importances_,14
Feature_62,0.0015263066347578067,GradientBoostingRegressor,feature_importances_,15
Feature_63,0.0014472977247310128,GradientBoostingRegressor,feature_importances_,16
Feature_71,0.001444089645649952,GradientBoostingRegressor,feature_importances_,17
Feature_93,0.0013997254831609974,GradientBoostingRegressor,feature_importances_,18
Feature_40,0.001346194534632779,GradientBoostingRegressor,feature_importances_,19
Feature_34,0.0013295828195626382,GradientBoostingRegressor,feature_importances_,20
Feature_68,0.0012831218676825492,GradientBoostingRegressor,feature_importances_,21
Feature_64,0.0011955332932758022,GradientBoostingRegressor,feature_importances_,22
Feature_36,0.0011509710669987318,GradientBoostingRegressor,feature_importances_,23
Feature_21,0.0010466113472161343,GradientBoostingRegressor,feature_importances_,24
Feature_47,0.000983077154499638,GradientBoostingRegressor,feature_importances_,25
Feature_48,0.0009168826792260702,GradientBoostingRegressor,feature_importances_,26
Feature_82,0.0008724446817873293,GradientBoostingRegressor,feature_importances_,27
Feature_80,0.0008456063798202617,GradientBoostingRegressor,feature_importances_,28
Feature_28,0.0006710028215285333,GradientBoostingRegressor,feature_importances_,29
Feature_87,0.0006305691150308695,GradientBoostingRegressor,feature_importances_,30
Feature_7,0.0005886414425014127,GradientBoostingRegressor,feature_importances_,31
Feature_88,0.00046681782263486714,GradientBoostingRegressor,feature_importances_,32
Feature_83,0.00044200297959030063,GradientBoostingRegressor,feature_importances_,33
Feature_44,0.00035460373077643393,GradientBoostingRegressor,feature_importances_,34
Feature_60,0.000286644820178351,GradientBoostingRegressor,feature_importances_,35
Feature_67,0.0002784638236683662,GradientBoostingRegressor,feature_importances_,36
Feature_38,0.0002349923683058881,GradientBoostingRegressor,feature_importances_,37
Feature_72,0.00022649814635974266,GradientBoostingRegressor,feature_importances_,38
Feature_52,0.00022223035770610027,GradientBoostingRegressor,feature_importances_,39
Feature_30,0.00021882409011313514,GradientBoostingRegressor,feature_importances_,40
Feature_74,0.00019791869936368147,GradientBoostingRegressor,feature_importances_,41
Feature_85,0.00014857329987227107,GradientBoostingRegressor,feature_importances_,42
Feature_55,0.00010832168675975602,GradientBoostingRegressor,feature_importances_,43
Feature_86,0.00010689593998552307,GradientBoostingRegressor,feature_importances_,44
Feature_13,9.815230777484766e-05,GradientBoostingRegressor,feature_importances_,45
Feature_11,9.784332867868742e-05,GradientBoostingRegressor,feature_importances_,46
Feature_57,8.196796200062023e-05,GradientBoostingRegressor,feature_importances_,47
Feature_6,7.501541437035012e-05,GradientBoostingRegressor,feature_importances_,48
Feature_23,7.278406011513222e-05,GradientBoostingRegressor,feature_importances_,49
Feature_24,4.8962015834454505e-05,GradientBoostingRegressor,feature_importances_,50
Feature_66,4.5715321220322285e-05,GradientBoostingRegressor,feature_importances_,51
Feature_89,3.7429105478366666e-05,GradientBoostingRegressor,feature_importances_,52
Feature_33,2.607980256775398e-05,GradientBoostingRegressor,feature_importances_,53
Feature_31,2.1799180587498473e-05,GradientBoostingRegressor,feature_importances_,54
Feature_73,8.91173090610342e-06,GradientBoostingRegressor,feature_importances_,55
Feature_61,3.7256713742947635e-06,GradientBoostingRegressor,feature_importances_,56
Feature_78,3.1622449442114955e-07,GradientBoostingRegressor,feature_importances_,57
Feature_92,0.0,GradientBoostingRegressor,feature_importances_,58
Feature_70,0.0,GradientBoostingRegressor,feature_importances_,59
Feature_90,0.0,GradientBoostingRegressor,feature_importances_,60
Feature_3,0.0,GradientBoostingRegressor,feature_importances_,61
Feature_75,0.0,GradientBoostingRegressor,feature_importances_,62
Feature_76,0.0,GradientBoostingRegressor,feature_importances_,63
Feature_2,0.0,GradientBoostingRegressor,feature_importances_,64
Feature_79,0.0,GradientBoostingRegressor,feature_importances_,65
Feature_4,0.0,GradientBoostingRegressor,feature_importances_,66
Feature_91,0.0,GradientBoostingRegressor,feature_importances_,67
Feature_84,0.0,GradientBoostingRegressor,feature_importances_,68
Feature_81,0.0,GradientBoostingRegressor,feature_importances_,69
Feature_14,0.0,GradientBoostingRegressor,feature_importances_,70
Feature_5,0.0,GradientBoostingRegressor,feature_importances_,71
Feature_59,0.0,GradientBoostingRegressor,feature_importances_,72
Feature_12,0.0,GradientBoostingRegressor,feature_importances_,73
Feature_22,0.0,GradientBoostingRegressor,feature_importances_,74
Feature_25,0.0,GradientBoostingRegressor,feature_importances_,75
Feature_26,0.0,GradientBoostingRegressor,feature_importances_,76
Feature_27,0.0,GradientBoostingRegressor,feature_importances_,77
Feature_29,0.0,GradientBoostingRegressor,feature_importances_,78
Feature_32,0.0,GradientBoostingRegressor,feature_importances_,79
Feature_35,0.0,GradientBoostingRegressor,feature_importances_,80
Feature_37,0.0,GradientBoostingRegressor,feature_importances_,81
Feature_41,0.0,GradientBoostingRegressor,feature_importances_,82
Feature_10,0.0,GradientBoostingRegressor,feature_importances_,83
Feature_9,0.0,GradientBoostingRegressor,feature_importances_,84
Feature_45,0.0,GradientBoostingRegressor,feature_importances_,85
Feature_46,0.0,GradientBoostingRegressor,feature_importances_,86
Feature_1,0.0,GradientBoostingRegressor,feature_importances_,87
Feature_49,0.0,GradientBoostingRegressor,feature_importances_,88
Feature_50,0.0,GradientBoostingRegressor,feature_importances_,89
Feature_51,0.0,GradientBoostingRegressor,feature_importances_,90
Feature_8,0.0,GradientBoostingRegressor,feature_importances_,91
Feature_54,0.0,GradientBoostingRegressor,feature_importances_,92
Feature_58,0.0,GradientBoostingRegressor,feature_importances_,93
Feature_56,0.0,GradientBoostingRegressor,feature_importances_,94
