feature,mean_importance
tech_tf_primary_programming_language,-6.216312488270259e-05
tech_tf_language_type_APG,-8.994905871909098e-06
_case_tool_used_don_t_know,-1.2111828685851255e-06
tech_tf_architecture_don_t_know,-1.3877787807814457e-17
project_prf_application_group_mathematically_intensive_application,-1.1102230246251566e-17
tech_tf_development_platform_mr,-8.326672684688674e-18
project_prf_application_group_business_application__infrastructure_software,-8.326672684688674e-18
tech_tf_language_type_5GL,-5.551115123125783e-18
_case_tool_used_yes,-5.551115123125783e-18
external_eef_data_quality_rating_b,-5.551115123125783e-18
project_prf_application_group_infrastructure_software,-2.7755575615628915e-18
tech_tf_architecture_yes,-2.7755575615628915e-18
tech_tf_development_platform_proprietary,-2.7755575615628915e-18
tech_tf_development_platform_hand_held,-2.7755575615628915e-18
project_prf_application_group_real_time_application,-2.7755575615628915e-18
tech_tf_language_type_Missing,0.0
tech_tf_architecture_not_applicable,0.0
tech_tf_language_type_4GL,2.7755575615628915e-18
tech_tf_dbms_used_no,5.551115123125783e-18
project_prf_application_group_mathematically_intensive_application_1,1.8980822003689113e-06
project_prf_development_type_re_development,2.7968853860602104e-05
tech_tf_architecture_no,4.964839435332158e-05
tech_tf_development_platform_multi,5.188589671016875e-05
process_pmf_development_methodologies,5.3883144976185624e-05
tech_tf_dbms_used_yes,6.29902175582453e-05
_case_tool_used_no,9.462583832900162e-05
tech_tf_development_platform_pc,0.00010243103936458665
tech_tf_language_type_3GL,0.0001257965286565632
tech_tf_development_platform_mf,0.0001371872262577206
tech_tf_tools_used,0.00029051169980883753
project_prf_application_type,0.0003292061574758559
external_eef_industry_sector,0.00033611638120970564
project_prf_application_group_business_application,0.00033629700202310596
project_prf_year_of_project,0.0006160546198822836
process_pmf_docs,0.0008836381068685034
project_prf_development_type_new_development,0.0009391982627942163
external_eef_organisation_type,0.0019174949121429862
project_prf_team_size_group,0.0022394676219743338
project_prf_max_team_size,0.02270737531303675
project_prf_relative_size,0.0321638084174822
project_prf_functional_size,0.04217578510237548
project_prf_normalised_work_effort_level_1,1.2854808712037435
