feature,shap_importance
project_prf_normalised_work_effort_level_1,0.6234925393374039
project_prf_relative_size,0.11826160266713895
project_prf_functional_size,0.06839486768182168
project_prf_max_team_size,0.03827434716639632
external_eef_organisation_type,0.005564953235327874
project_prf_team_size_group,0.0034196422401607325
tech_tf_primary_programming_language,0.0031010239137716517
process_pmf_docs,0.002860407167780603
project_prf_application_type,0.0020662897348043244
tech_tf_development_platform_mf,0.001971300726485165
project_prf_year_of_project,0.0018225354088251512
external_eef_industry_sector,0.0018174812309444974
tech_tf_tools_used,0.0012942849846793846
tech_tf_dbms_used_yes,0.001134979621981314
tech_tf_language_type_3GL,0.000903020810291109
_case_tool_used_no,0.0007142532724695983
_case_tool_used_yes,0.0006327895412473909
process_pmf_development_methodologies,0.0005538138636506526
tech_tf_development_platform_multi,0.0004928019718416515
tech_tf_language_type_Missing,0.0004752680698823286
tech_tf_development_platform_pc,0.000436022517208203
tech_tf_architecture_no,0.0003732140131654483
external_eef_data_quality_rating_b,0.00018769763895254413
project_prf_development_type_new_development,0.00018748958572674415
tech_tf_architecture_yes,0.00015455833488920955
project_prf_development_type_re_development,9.826431028086465e-05
tech_tf_language_type_4GL,7.408833608778415e-05
project_prf_application_group_mathematically_intensive_application_1,7.240643435787515e-05
tech_tf_language_type_APG,3.599787710856225e-05
tech_tf_development_platform_mr,0.0
tech_tf_development_platform_proprietary,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
tech_tf_language_type_5GL,0.0
tech_tf_development_platform_hand_held,0.0
_case_tool_used_don_t_know,0.0
project_prf_application_group_real_time_application,0.0
tech_tf_architecture_don_t_know,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_architecture_not_applicable,0.0
project_prf_application_group_infrastructure_software,0.0
tech_tf_dbms_used_no,0.0
project_prf_application_group_business_application,0.0
