feature,shap_importance
project_prf_normalised_work_effort_level_1,0.5890791198307135
project_prf_relative_size,0.11967507334032601
project_prf_functional_size,0.07337125611363052
project_prf_max_team_size,0.04570011566304888
external_eef_organisation_type,0.00815121165002989
project_prf_team_size_group,0.0049257332457356175
project_prf_year_of_project,0.00371752359651978
process_pmf_docs,0.003558685467361352
external_eef_industry_sector,0.0028594737576884874
project_prf_application_type,0.001907016831342863
tech_tf_development_platform_mf,0.001708617165486682
tech_tf_language_type_3GL,0.0010704501392504336
tech_tf_tools_used,0.0008836704659904808
_case_tool_used_yes,0.0007634657705192958
project_prf_application_group_business_application,0.0007039179193134021
tech_tf_dbms_used_yes,0.0006592672131271354
tech_tf_development_platform_pc,0.0004962857275066934
tech_tf_primary_programming_language,0.0004945698494530687
project_prf_development_type_new_development,0.0002613734614293247
process_pmf_development_methodologies,0.0002539645073187634
external_eef_data_quality_rating_b,0.00019710272837488132
project_prf_development_type_re_development,0.0001222573293436955
tech_tf_architecture_no,8.144125069503951e-05
project_prf_application_group_mathematically_intensive_application_1,4.403307652030144e-05
tech_tf_language_type_Missing,3.461554276754838e-05
tech_tf_development_platform_multi,2.7640600865884148e-05
tech_tf_language_type_APG,2.062041104910786e-05
tech_tf_language_type_5GL,1.6719819010072852e-05
tech_tf_architecture_not_applicable,1.5910219987481104e-05
_case_tool_used_no,0.0
tech_tf_architecture_yes,0.0
tech_tf_architecture_don_t_know,0.0
tech_tf_dbms_used_no,0.0
project_prf_application_group_infrastructure_software,0.0
_case_tool_used_don_t_know,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_development_platform_proprietary,0.0
tech_tf_development_platform_mr,0.0
tech_tf_development_platform_hand_held,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
project_prf_application_group_real_time_application,0.0
tech_tf_language_type_4GL,0.0
