feature,shap_importance
project_prf_normalised_work_effort_level_1,0.5973154036942764
project_prf_relative_size,0.11548737809977964
project_prf_functional_size,0.0800733506471314
project_prf_max_team_size,0.04822317417317318
project_prf_development_type_new_development,0.008689803227557396
external_eef_organisation_type,0.008606971421391482
process_pmf_docs,0.003475168388613038
project_prf_year_of_project,0.002927878105306092
external_eef_industry_sector,0.0014406164395746285
tech_tf_tools_used,0.0013876317809450875
project_prf_team_size_group,0.001000602141345586
tech_tf_dbms_used_yes,0.0009780287063475591
tech_tf_primary_programming_language,0.0008820631741816648
project_prf_application_type,0.0008765155572123264
process_pmf_development_methodologies,0.000581236785683683
tech_tf_development_platform_pc,0.0005314743652058506
tech_tf_development_platform_mf,0.0004398420295778737
_case_tool_used_no,0.00025907075858351797
tech_tf_language_type_4GL,0.00022908641093184813
project_prf_development_type_re_development,0.00022301784713202774
tech_tf_architecture_yes,0.00013766334578767914
_case_tool_used_don_t_know,8.924788830984884e-05
tech_tf_architecture_not_applicable,6.434240104814076e-05
project_prf_application_group_real_time_application,0.0
project_prf_application_group_mathematically_intensive_application_1,0.0
tech_tf_dbms_used_no,0.0
tech_tf_architecture_no,0.0
tech_tf_architecture_don_t_know,0.0
_case_tool_used_yes,0.0
project_prf_application_group_business_application,0.0
tech_tf_language_type_Missing,0.0
tech_tf_language_type_APG,0.0
tech_tf_language_type_5GL,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
tech_tf_language_type_3GL,0.0
external_eef_data_quality_rating_b,0.0
project_prf_application_group_infrastructure_software,0.0
tech_tf_development_platform_multi,0.0
tech_tf_development_platform_mr,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_development_platform_hand_held,0.0
tech_tf_development_platform_proprietary,0.0
