feature,shap_importance
project_prf_normalised_work_effort_level_1,0.5965923289115179
project_prf_relative_size,0.11217887861620775
project_prf_functional_size,0.09373783681970231
project_prf_max_team_size,0.04411671544449009
external_eef_organisation_type,0.0068376207673289235
project_prf_development_type_new_development,0.0062968775372432865
project_prf_team_size_group,0.004841258144088054
project_prf_year_of_project,0.004258733641751615
process_pmf_docs,0.0027619465672940086
project_prf_application_type,0.00251533461851884
external_eef_industry_sector,0.002164072671533898
project_prf_application_group_business_application,0.0007876184423516735
tech_tf_development_platform_mf,0.0005881831643503997
tech_tf_tools_used,0.000539479849622628
tech_tf_development_platform_multi,0.0005224179921195568
tech_tf_development_platform_pc,0.0005057753636492539
tech_tf_primary_programming_language,0.0004997820055557125
tech_tf_language_type_3GL,0.00044876826157271737
tech_tf_dbms_used_yes,0.0004364683488921691
process_pmf_development_methodologies,0.00030481193306245097
tech_tf_architecture_no,0.0002588544387901706
_case_tool_used_no,0.0002272251373615899
project_prf_development_type_re_development,0.000141533573327963
tech_tf_language_type_APG,4.519930916972762e-05
_case_tool_used_don_t_know,4.147365575850127e-05
project_prf_application_group_mathematically_intensive_application_1,2.1698421390468924e-05
tech_tf_architecture_not_applicable,1.3182397238433154e-05
tech_tf_language_type_Missing,0.0
tech_tf_dbms_used_no,0.0
tech_tf_architecture_yes,0.0
tech_tf_architecture_don_t_know,0.0
_case_tool_used_yes,0.0
project_prf_application_group_real_time_application,0.0
tech_tf_language_type_4GL,0.0
tech_tf_development_platform_proprietary,0.0
external_eef_data_quality_rating_b,0.0
project_prf_application_group_business_application__infrastructure_software,0.0
tech_tf_development_platform_mr,0.0
project_prf_application_group_infrastructure_software,0.0
tech_tf_development_platform_hand_held,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_language_type_5GL,0.0
