feature,mean_importance
tech_tf_dbms_used_yes,-3.3306690738754695e-17
tech_tf_language_type_5GL,-3.3306690738754695e-17
project_prf_team_size_group_3_4,-3.3306690738754695e-17
tech_tf_client_server_no,-3.3306690738754695e-17
project_prf_cost_currency_european__euro,-2.2204460492503132e-17
process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,-2.2204460492503132e-17
process_pmf_development_methodologies_agile_development__scrum,-2.2204460492503132e-17
process_pmf_development_methodologies_agile_development__unified_process,-2.2204460492503132e-17
project_prf_application_group_mathematically_intensive_application,-2.2204460492503132e-17
process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,-2.2204460492503132e-17
tech_tf_primary_programming_language_c_,-2.2204460492503132e-17
tech_tf_architecture_client_server,-2.2204460492503132e-17
tech_tf_architecture_multi_tier,-2.2204460492503132e-17
project_prf_team_size_group_5_8,-2.2204460492503132e-17
project_prf_relative_size_xs,-2.2204460492503132e-17
project_prf_relative_size_m1,-2.2204460492503132e-17
project_prf_team_size_group_9_14,-1.1102230246251566e-17
tech_tf_primary_programming_language_pl_i,-1.1102230246251566e-17
project_prf_team_size_group_Missing,-1.1102230246251566e-17
project_prf_relative_size_xxs,-1.1102230246251566e-17
process_pmf_development_methodologies_agile_development,-1.1102230246251566e-17
project_prf_team_size_group_2,-1.1102230246251566e-17
tech_tf_primary_programming_language_java,-1.1102230246251566e-17
project_prf_team_size_group_21_30,-1.1102230246251566e-17
project_prf_cost_currency_canada__dollar,-1.1102230246251566e-17
tech_tf_development_platform_proprietary,-1.1102230246251566e-17
tech_tf_language_type_4GL,-1.1102230246251566e-17
tech_tf_development_platform_pc,-1.1102230246251566e-17
project_prf_development_type_re_development,-1.1102230246251566e-17
process_pmf_development_methodologies_personal_software_process__psp___unified_process,-1.1102230246251566e-17
project_prf_application_group_infrastructure_software,-1.1102230246251566e-17
project_prf_application_group_business_application,-1.1102230246251566e-17
external_eef_data_quality_rating_b,-1.1102230246251566e-17
tech_tf_server_roles,-1.1102230246251566e-17
tech_tf_architecture_multi_tier_with_web_public_interface,-1.1102230246251566e-17
project_prf_functional_size,-1.1102230246251566e-17
project_prf_application_type,-1.1102230246251566e-17
process_pmf_development_methodologies_agile_development__iterative,-1.1102230246251566e-17
project_prf_team_size_group_41_50,-1.1102230246251566e-17
project_prf_team_size_group_61_70,0.0
tech_tf_client_server_yes,0.0
project_prf_year_of_project,0.0
project_prf_relative_size_m2,0.0
tech_tf_tools_used,0.0
people_prf_personnel_changes,0.0
project_prf_relative_size_s,0.0
tech_tf_development_platform_mr,0.0
tech_tf_development_platform_multi,0.0
project_prf_application_group_real_time_application,0.0
tech_tf_primary_programming_language_c__,0.0
tech_tf_primary_programming_language_javascript,0.0
tech_tf_primary_programming_language_oracle,0.0
project_prf_relative_size_l,0.0
tech_tf_primary_programming_language_abap,0.0
tech_tf_primary_programming_language_proprietary_agile_platform,0.0
tech_tf_web_development_web,1.1102230246251566e-17
external_eef_industry_sector,1.1102230246251566e-17
project_prf_development_type_new_development,0.002932098473317368
process_pmf_docs,0.006199979644223285
external_eef_organisation_type,0.012260745025954266
tech_tf_architecture_stand_alone,0.3485133696105141
project_prf_max_team_size,0.5612517207596064
