feature,mean_importance
tech_tf_tools_used,-0.01474942358661879
process_pmf_docs,-0.0038209635712114108
external_eef_data_quality_rating_b,-0.003234533573194409
tech_tf_language_type_4GL,-0.002794264750649142
tech_tf_server_roles,-0.0021519254920208787
tech_tf_development_platform_pc,-0.0015511955025228953
process_pmf_development_methodologies_agile_development,-0.0007481029405064316
process_pmf_development_methodologies_agile_development__personal_software_process__psp___unified_process,-0.0004737829561947293
project_prf_team_size_group_Missing,-0.00027711940562569757
tech_tf_dbms_used_yes,-0.00010147917203751356
tech_tf_primary_programming_language_javascript,0.0
process_pmf_development_methodologies_agile_development__scrum,0.0
tech_tf_primary_programming_language_pl_i,0.0
project_prf_relative_size_l,0.0
project_prf_relative_size_xxs,0.0
process_pmf_development_methodologies_agile_development__iterative,0.0
tech_tf_primary_programming_language_c__,0.0
project_prf_team_size_group_2,0.0
project_prf_team_size_group_21_30,0.0
project_prf_team_size_group_3_4,0.0
project_prf_team_size_group_41_50,0.0
process_pmf_development_methodologies_agile_development__joint_application_development__jad___multifunctional_teams,0.0
process_pmf_development_methodologies_agile_development__unified_process,0.0
tech_tf_primary_programming_language_proprietary_agile_platform,0.0
tech_tf_language_type_5GL,0.0
tech_tf_client_server_no,0.0
tech_tf_architecture_multi_tier,0.0
project_prf_application_group_business_application,0.0
project_prf_application_group_infrastructure_software,0.0
project_prf_application_group_mathematically_intensive_application,0.0
tech_tf_primary_programming_language_abap,0.0
project_prf_application_group_real_time_application,0.0
project_prf_development_type_re_development,0.0
tech_tf_development_platform_mr,0.0
tech_tf_development_platform_multi,0.0
tech_tf_development_platform_proprietary,0.0
project_prf_team_size_group_61_70,0.0
process_pmf_development_methodologies_personal_software_process__psp___unified_process,0.0
project_prf_team_size_group_9_14,0.0
tech_tf_primary_programming_language_java,5.3967286946762785e-05
tech_tf_client_server_yes,6.802739625417775e-05
people_prf_personnel_changes,0.000208825118551334
project_prf_relative_size_m1,0.00028948842692945177
tech_tf_architecture_client_server,0.0004557034180074082
project_prf_cost_currency_european__euro,0.0011236382305988475
project_prf_relative_size_m2,0.0013671242366357418
external_eef_organisation_type,0.0034091113148884437
tech_tf_primary_programming_language_oracle,0.004837978419521901
project_prf_team_size_group_5_8,0.005056393945882906
tech_tf_primary_programming_language_c_,0.006260243435450711
tech_tf_web_development_web,0.008651769501576274
project_prf_cost_currency_canada__dollar,0.010644981463128728
project_prf_relative_size_s,0.011995441392704736
tech_tf_architecture_multi_tier_with_web_public_interface,0.013129815374925472
project_prf_development_type_new_development,0.013521749654483332
external_eef_industry_sector,0.013569479784050903
tech_tf_architecture_stand_alone,0.02814316045808324
project_prf_year_of_project,0.03100344448029362
project_prf_relative_size_xs,0.05739026920153469
project_prf_application_type,0.07833207256505828
project_prf_functional_size,0.23270924130370013
project_prf_max_team_size,0.2762471909629097
